"Variable_Name","DX_CODE","DX_DESC","matched_terms_llm_nocontext"
"A1C","E113492","TYPE 2 DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, LEFT EYE","DIABETES.*MELLITUS"
"A1C","E113493","TYPE 2 DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, BILATERAL","DIABETES.*MELLITUS"
"A1C","E113499","TYPE 2 DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, UNSPECIFIED EYE","DIABETES.*MELLITUS"
"A1C","E113511","TYPE 2 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, RIGHT EYE","DIABETES.*MELLITUS"
"A1C","E113512","TYPE 2 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, LEFT EYE","DIABETES.*MELLITUS"
"A1C","E113513","TYPE 2 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, BILATERAL","DIABETES.*MELLITUS"
"A1C","E113519","TYPE 2 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, UNSPECIFIED EYE","DIABETES.*MELLITUS"
"A1C","E113521","TYPE 2 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT INVOLVING THE MACULA, RIGHT EYE","DIABETES.*MELLITUS"
"A1C","E113522","TYPE 2 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT INVOLVING THE MACULA, LEFT EYE","DIABETES.*MELLITUS"
"A1C","E113523","TYPE 2 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT INVOLVING THE MACULA, BILATERAL","DIABETES.*MELLITUS"
"A1C","E113529","TYPE 2 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT INVOLVING THE MACULA, UNSPECIFIED EYE","DIABETES.*MELLITUS"
"A1C","E113531","TYPE 2 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT NOT INVOLVING THE MACULA, RIGHT EYE","DIABETES.*MELLITUS"
"A1C","E113532","TYPE 2 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT NOT INVOLVING THE MACULA, LEFT EYE","DIABETES.*MELLITUS"
"A1C","E113533","TYPE 2 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT NOT INVOLVING THE MACULA, BILATERAL","DIABETES.*MELLITUS"
"A1C","E113539","TYPE 2 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT NOT INVOLVING THE MACULA, UNSPECIFIED EYE","DIABETES.*MELLITUS"
"A1C","E113541","TYPE 2 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH COMBINED TRACTION RETINAL DETACHMENT AND RHEGMATOGENOUS RETINAL DETACHMENT, RIGHT EYE","DIABETES.*MELLITUS"
"A1C","E113542","TYPE 2 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH COMBINED TRACTION RETINAL DETACHMENT AND RHEGMATOGENOUS RETINAL DETACHMENT, LEFT EYE","DIABETES.*MELLITUS"
"A1C","E113543","TYPE 2 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH COMBINED TRACTION RETINAL DETACHMENT AND RHEGMATOGENOUS RETINAL DETACHMENT, BILATERAL","DIABETES.*MELLITUS"
"A1C","E113549","TYPE 2 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH COMBINED TRACTION RETINAL DETACHMENT AND RHEGMATOGENOUS RETINAL DETACHMENT, UNSPECIFIED EYE","DIABETES.*MELLITUS"
"A1C","E113551","TYPE 2 DIABETES MELLITUS WITH STABLE PROLIFERATIVE DIABETIC RETINOPATHY, RIGHT EYE","DIABETES.*MELLITUS"
"A1C","E113552","TYPE 2 DIABETES MELLITUS WITH STABLE PROLIFERATIVE DIABETIC RETINOPATHY, LEFT EYE","DIABETES.*MELLITUS"
"A1C","E113553","TYPE 2 DIABETES MELLITUS WITH STABLE PROLIFERATIVE DIABETIC RETINOPATHY, BILATERAL","DIABETES.*MELLITUS"
"A1C","E113559","TYPE 2 DIABETES MELLITUS WITH STABLE PROLIFERATIVE DIABETIC RETINOPATHY, UNSPECIFIED EYE","DIABETES.*MELLITUS"
"A1C","E113591","TYPE 2 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, RIGHT EYE","DIABETES.*MELLITUS"
"A1C","E113592","TYPE 2 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, LEFT EYE","DIABETES.*MELLITUS"
"A1C","E113593","TYPE 2 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, BILATERAL","DIABETES.*MELLITUS"
"A1C","E113599","TYPE 2 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, UNSPECIFIED EYE","DIABETES.*MELLITUS"
"A1C","E1136","TYPE 2 DIABETES MELLITUS WITH DIABETIC CATARACT","DIABETES.*MELLITUS"
"A1C","E1137X1","TYPE 2 DIABETES MELLITUS WITH DIABETIC MACULAR EDEMA, RESOLVED FOLLOWING TREATMENT, RIGHT EYE","DIABETES.*MELLITUS"
"A1C","E1137X2","TYPE 2 DIABETES MELLITUS WITH DIABETIC MACULAR EDEMA, RESOLVED FOLLOWING TREATMENT, LEFT EYE","DIABETES.*MELLITUS"
"A1C","E1137X3","TYPE 2 DIABETES MELLITUS WITH DIABETIC MACULAR EDEMA, RESOLVED FOLLOWING TREATMENT, BILATERAL","DIABETES.*MELLITUS"
"A1C","E1137X9","TYPE 2 DIABETES MELLITUS WITH DIABETIC MACULAR EDEMA, RESOLVED FOLLOWING TREATMENT, UNSPECIFIED EYE","DIABETES.*MELLITUS"
"A1C","E1139","TYPE 2 DIABETES MELLITUS WITH OTHER DIABETIC OPHTHALMIC COMPLICATION","DIABETES.*MELLITUS"
"A1C","E1140","TYPE 2 DIABETES MELLITUS WITH DIABETIC NEUROPATHY, UNSPECIFIED","DIABETES.*MELLITUS"
"A1C","E1141","TYPE 2 DIABETES MELLITUS WITH DIABETIC MONONEUROPATHY","DIABETES.*MELLITUS"
"A1C","E1142","TYPE 2 DIABETES MELLITUS WITH DIABETIC POLYNEUROPATHY","DIABETES.*MELLITUS"
"A1C","E1143","TYPE 2 DIABETES MELLITUS WITH DIABETIC AUTONOMIC (POLY)NEUROPATHY","DIABETES.*MELLITUS"
"A1C","E1144","TYPE 2 DIABETES MELLITUS WITH DIABETIC AMYOTROPHY","DIABETES.*MELLITUS"
"A1C","E1149","TYPE 2 DIABETES MELLITUS WITH OTHER DIABETIC NEUROLOGICAL COMPLICATION","DIABETES.*MELLITUS"
"A1C","E1151","TYPE 2 DIABETES MELLITUS WITH DIABETIC PERIPHERAL ANGIOPATHY WITHOUT GANGRENE","DIABETES.*MELLITUS"
"A1C","E1152","TYPE 2 DIABETES MELLITUS WITH DIABETIC PERIPHERAL ANGIOPATHY WITH GANGRENE","DIABETES.*MELLITUS"
"A1C","E1159","TYPE 2 DIABETES MELLITUS WITH OTHER CIRCULATORY COMPLICATIONS","DIABETES.*MELLITUS; DIABETES.*COMPLICATIONS"
"A1C","E11610","TYPE 2 DIABETES MELLITUS WITH DIABETIC NEUROPATHIC ARTHROPATHY","DIABETES.*MELLITUS"
"A1C","E11618","TYPE 2 DIABETES MELLITUS WITH OTHER DIABETIC ARTHROPATHY","DIABETES.*MELLITUS"
"A1C","E11620","TYPE 2 DIABETES MELLITUS WITH DIABETIC DERMATITIS","DIABETES.*MELLITUS"
"A1C","E11621","TYPE 2 DIABETES MELLITUS WITH FOOT ULCER","DIABETES.*MELLITUS"
"A1C","E11622","TYPE 2 DIABETES MELLITUS WITH OTHER SKIN ULCER","DIABETES.*MELLITUS"
"A1C","E11628","TYPE 2 DIABETES MELLITUS WITH OTHER SKIN COMPLICATIONS","DIABETES.*MELLITUS; DIABETES.*COMPLICATIONS"
"A1C","E11630","TYPE 2 DIABETES MELLITUS WITH PERIODONTAL DISEASE","DIABETES.*MELLITUS"
"A1C","E11638","TYPE 2 DIABETES MELLITUS WITH OTHER ORAL COMPLICATIONS","DIABETES.*MELLITUS; DIABETES.*COMPLICATIONS"
"A1C","E11641","TYPE 2 DIABETES MELLITUS WITH HYPOGLYCEMIA WITH COMA","DIABETES.*MELLITUS"
"A1C","E11649","TYPE 2 DIABETES MELLITUS WITH HYPOGLYCEMIA WITHOUT COMA","DIABETES.*MELLITUS"
"A1C","E1165","TYPE 2 DIABETES MELLITUS WITH HYPERGLYCEMIA","DIABETES.*MELLITUS"
"A1C","E1169","TYPE 2 DIABETES MELLITUS WITH OTHER SPECIFIED COMPLICATION","DIABETES.*MELLITUS"
"A1C","E118","TYPE 2 DIABETES MELLITUS WITH UNSPECIFIED COMPLICATIONS","DIABETES.*MELLITUS; DIABETES.*COMPLICATIONS"
"A1C","E119","TYPE 2 DIABETES MELLITUS WITHOUT COMPLICATIONS","DIABETES.*MELLITUS; DIABETES.*COMPLICATIONS"
"A1C","E11A","TYPE 2 DIABETES MELLITUS WITHOUT COMPLICATIONS IN REMISSION","DIABETES.*MELLITUS; DIABETES.*COMPLICATIONS"
"A1C","E1300","OTHER SPECIFIED DIABETES MELLITUS WITH HYPEROSMOLARITY WITHOUT NONKETOTIC HYPERGLYCEMIC-HYPEROSMOLAR COMA (NKHHC)","DIABETES.*MELLITUS"
"A1C","E1301","OTHER SPECIFIED DIABETES MELLITUS WITH HYPEROSMOLARITY WITH COMA","DIABETES.*MELLITUS"
"A1C","E1310","OTHER SPECIFIED DIABETES MELLITUS WITH KETOACIDOSIS WITHOUT COMA","DIABETES.*MELLITUS"
"A1C","E1311","OTHER SPECIFIED DIABETES MELLITUS WITH KETOACIDOSIS WITH COMA","DIABETES.*MELLITUS"
"A1C","E1321","OTHER SPECIFIED DIABETES MELLITUS WITH DIABETIC NEPHROPATHY","DIABETES.*MELLITUS"
"A1C","E1322","OTHER SPECIFIED DIABETES MELLITUS WITH DIABETIC CHRONIC KIDNEY DISEASE","DIABETES.*MELLITUS"
"A1C","E1329","OTHER SPECIFIED DIABETES MELLITUS WITH OTHER DIABETIC KIDNEY COMPLICATION","DIABETES.*MELLITUS"
"A1C","E13311","OTHER SPECIFIED DIABETES MELLITUS WITH UNSPECIFIED DIABETIC RETINOPATHY WITH MACULAR EDEMA","DIABETES.*MELLITUS"
"A1C","E13319","OTHER SPECIFIED DIABETES MELLITUS WITH UNSPECIFIED DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA","DIABETES.*MELLITUS"
"A1C","E133211","OTHER SPECIFIED DIABETES MELLITUS WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, RIGHT EYE","DIABETES.*MELLITUS"
"A1C","E133212","OTHER SPECIFIED DIABETES MELLITUS WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, LEFT EYE","DIABETES.*MELLITUS"
"A1C","E133213","OTHER SPECIFIED DIABETES MELLITUS WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, BILATERAL","DIABETES.*MELLITUS"
"A1C","E133219","OTHER SPECIFIED DIABETES MELLITUS WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, UNSPECIFIED EYE","DIABETES.*MELLITUS"
"A1C","E133291","OTHER SPECIFIED DIABETES MELLITUS WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, RIGHT EYE","DIABETES.*MELLITUS"
"A1C","E133292","OTHER SPECIFIED DIABETES MELLITUS WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, LEFT EYE","DIABETES.*MELLITUS"
"A1C","E133293","OTHER SPECIFIED DIABETES MELLITUS WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, BILATERAL","DIABETES.*MELLITUS"
"A1C","E133299","OTHER SPECIFIED DIABETES MELLITUS WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, UNSPECIFIED EYE","DIABETES.*MELLITUS"
"A1C","E133311","OTHER SPECIFIED DIABETES MELLITUS WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, RIGHT EYE","DIABETES.*MELLITUS"
"A1C","E133312","OTHER SPECIFIED DIABETES MELLITUS WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, LEFT EYE","DIABETES.*MELLITUS"
"A1C","E133313","OTHER SPECIFIED DIABETES MELLITUS WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, BILATERAL","DIABETES.*MELLITUS"
"A1C","E133319","OTHER SPECIFIED DIABETES MELLITUS WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, UNSPECIFIED EYE","DIABETES.*MELLITUS"
"A1C","E133391","OTHER SPECIFIED DIABETES MELLITUS WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, RIGHT EYE","DIABETES.*MELLITUS"
"A1C","E133392","OTHER SPECIFIED DIABETES MELLITUS WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, LEFT EYE","DIABETES.*MELLITUS"
"A1C","E133393","OTHER SPECIFIED DIABETES MELLITUS WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, BILATERAL","DIABETES.*MELLITUS"
"A1C","E133399","OTHER SPECIFIED DIABETES MELLITUS WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, UNSPECIFIED EYE","DIABETES.*MELLITUS"
"A1C","E133411","OTHER SPECIFIED DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, RIGHT EYE","DIABETES.*MELLITUS"
"A1C","E133412","OTHER SPECIFIED DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, LEFT EYE","DIABETES.*MELLITUS"
"A1C","E133413","OTHER SPECIFIED DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, BILATERAL","DIABETES.*MELLITUS"
"A1C","E133419","OTHER SPECIFIED DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, UNSPECIFIED EYE","DIABETES.*MELLITUS"
"A1C","E133491","OTHER SPECIFIED DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, RIGHT EYE","DIABETES.*MELLITUS"
"A1C","E133492","OTHER SPECIFIED DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, LEFT EYE","DIABETES.*MELLITUS"
"A1C","E133493","OTHER SPECIFIED DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, BILATERAL","DIABETES.*MELLITUS"
"A1C","E133499","OTHER SPECIFIED DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, UNSPECIFIED EYE","DIABETES.*MELLITUS"
"A1C","E133511","OTHER SPECIFIED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, RIGHT EYE","DIABETES.*MELLITUS"
"A1C","E133512","OTHER SPECIFIED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, LEFT EYE","DIABETES.*MELLITUS"
"A1C","E133513","OTHER SPECIFIED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, BILATERAL","DIABETES.*MELLITUS"
"A1C","E133519","OTHER SPECIFIED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, UNSPECIFIED EYE","DIABETES.*MELLITUS"
"A1C","E133521","OTHER SPECIFIED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT INVOLVING THE MACULA, RIGHT EYE","DIABETES.*MELLITUS"
"A1C","E133522","OTHER SPECIFIED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT INVOLVING THE MACULA, LEFT EYE","DIABETES.*MELLITUS"
"A1C","E133523","OTHER SPECIFIED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT INVOLVING THE MACULA, BILATERAL","DIABETES.*MELLITUS"
"A1C","E133529","OTHER SPECIFIED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT INVOLVING THE MACULA, UNSPECIFIED EYE","DIABETES.*MELLITUS"
"A1C","E133531","OTHER SPECIFIED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT NOT INVOLVING THE MACULA, RIGHT EYE","DIABETES.*MELLITUS"
"A1C","E133532","OTHER SPECIFIED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT NOT INVOLVING THE MACULA, LEFT EYE","DIABETES.*MELLITUS"
"A1C","E133533","OTHER SPECIFIED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT NOT INVOLVING THE MACULA, BILATERAL","DIABETES.*MELLITUS"
"A1C","E133539","OTHER SPECIFIED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT NOT INVOLVING THE MACULA, UNSPECIFIED EYE","DIABETES.*MELLITUS"
"A1C","E133541","OTHER SPECIFIED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH COMBINED TRACTION RETINAL DETACHMENT AND RHEGMATOGENOUS RETINAL DETACHMENT, RIGHT EYE","DIABETES.*MELLITUS"
"A1C","E133542","OTHER SPECIFIED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH COMBINED TRACTION RETINAL DETACHMENT AND RHEGMATOGENOUS RETINAL DETACHMENT, LEFT EYE","DIABETES.*MELLITUS"
"A1C","E133543","OTHER SPECIFIED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH COMBINED TRACTION RETINAL DETACHMENT AND RHEGMATOGENOUS RETINAL DETACHMENT, BILATERAL","DIABETES.*MELLITUS"
"A1C","E133549","OTHER SPECIFIED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH COMBINED TRACTION RETINAL DETACHMENT AND RHEGMATOGENOUS RETINAL DETACHMENT, UNSPECIFIED EYE","DIABETES.*MELLITUS"
"A1C","E133551","OTHER SPECIFIED DIABETES MELLITUS WITH STABLE PROLIFERATIVE DIABETIC RETINOPATHY, RIGHT EYE","DIABETES.*MELLITUS"
"A1C","E133552","OTHER SPECIFIED DIABETES MELLITUS WITH STABLE PROLIFERATIVE DIABETIC RETINOPATHY, LEFT EYE","DIABETES.*MELLITUS"
"A1C","E133553","OTHER SPECIFIED DIABETES MELLITUS WITH STABLE PROLIFERATIVE DIABETIC RETINOPATHY, BILATERAL","DIABETES.*MELLITUS"
"A1C","E133559","OTHER SPECIFIED DIABETES MELLITUS WITH STABLE PROLIFERATIVE DIABETIC RETINOPATHY, UNSPECIFIED EYE","DIABETES.*MELLITUS"
"A1C","E133591","OTHER SPECIFIED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, RIGHT EYE","DIABETES.*MELLITUS"
"A1C","E133592","OTHER SPECIFIED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, LEFT EYE","DIABETES.*MELLITUS"
"A1C","E133593","OTHER SPECIFIED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, BILATERAL","DIABETES.*MELLITUS"
"A1C","E133599","OTHER SPECIFIED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, UNSPECIFIED EYE","DIABETES.*MELLITUS"
"A1C","E1336","OTHER SPECIFIED DIABETES MELLITUS WITH DIABETIC CATARACT","DIABETES.*MELLITUS"
"A1C","E1337X1","OTHER SPECIFIED DIABETES MELLITUS WITH DIABETIC MACULAR EDEMA, RESOLVED FOLLOWING TREATMENT, RIGHT EYE","DIABETES.*MELLITUS"
"A1C","E1337X2","OTHER SPECIFIED DIABETES MELLITUS WITH DIABETIC MACULAR EDEMA, RESOLVED FOLLOWING TREATMENT, LEFT EYE","DIABETES.*MELLITUS"
"A1C","E1337X3","OTHER SPECIFIED DIABETES MELLITUS WITH DIABETIC MACULAR EDEMA, RESOLVED FOLLOWING TREATMENT, BILATERAL","DIABETES.*MELLITUS"
"A1C","E1337X9","OTHER SPECIFIED DIABETES MELLITUS WITH DIABETIC MACULAR EDEMA, RESOLVED FOLLOWING TREATMENT, UNSPECIFIED EYE","DIABETES.*MELLITUS"
"A1C","E1339","OTHER SPECIFIED DIABETES MELLITUS WITH OTHER DIABETIC OPHTHALMIC COMPLICATION","DIABETES.*MELLITUS"
"A1C","E1340","OTHER SPECIFIED DIABETES MELLITUS WITH DIABETIC NEUROPATHY, UNSPECIFIED","DIABETES.*MELLITUS"
"A1C","E1341","OTHER SPECIFIED DIABETES MELLITUS WITH DIABETIC MONONEUROPATHY","DIABETES.*MELLITUS"
"A1C","E1342","OTHER SPECIFIED DIABETES MELLITUS WITH DIABETIC POLYNEUROPATHY","DIABETES.*MELLITUS"
"A1C","E1343","OTHER SPECIFIED DIABETES MELLITUS WITH DIABETIC AUTONOMIC (POLY)NEUROPATHY","DIABETES.*MELLITUS"
"A1C","E1344","OTHER SPECIFIED DIABETES MELLITUS WITH DIABETIC AMYOTROPHY","DIABETES.*MELLITUS"
"A1C","E1349","OTHER SPECIFIED DIABETES MELLITUS WITH OTHER DIABETIC NEUROLOGICAL COMPLICATION","DIABETES.*MELLITUS"
"A1C","E1351","OTHER SPECIFIED DIABETES MELLITUS WITH DIABETIC PERIPHERAL ANGIOPATHY WITHOUT GANGRENE","DIABETES.*MELLITUS"
"A1C","E1352","OTHER SPECIFIED DIABETES MELLITUS WITH DIABETIC PERIPHERAL ANGIOPATHY WITH GANGRENE","DIABETES.*MELLITUS"
"A1C","E1359","OTHER SPECIFIED DIABETES MELLITUS WITH OTHER CIRCULATORY COMPLICATIONS","DIABETES.*MELLITUS; DIABETES.*COMPLICATIONS"
"A1C","E13610","OTHER SPECIFIED DIABETES MELLITUS WITH DIABETIC NEUROPATHIC ARTHROPATHY","DIABETES.*MELLITUS"
"A1C","E13618","OTHER SPECIFIED DIABETES MELLITUS WITH OTHER DIABETIC ARTHROPATHY","DIABETES.*MELLITUS"
"A1C","E13620","OTHER SPECIFIED DIABETES MELLITUS WITH DIABETIC DERMATITIS","DIABETES.*MELLITUS"
"A1C","E13621","OTHER SPECIFIED DIABETES MELLITUS WITH FOOT ULCER","DIABETES.*MELLITUS"
"A1C","E13622","OTHER SPECIFIED DIABETES MELLITUS WITH OTHER SKIN ULCER","DIABETES.*MELLITUS"
"A1C","E13628","OTHER SPECIFIED DIABETES MELLITUS WITH OTHER SKIN COMPLICATIONS","DIABETES.*MELLITUS; DIABETES.*COMPLICATIONS"
"A1C","E13630","OTHER SPECIFIED DIABETES MELLITUS WITH PERIODONTAL DISEASE","DIABETES.*MELLITUS"
"A1C","E13638","OTHER SPECIFIED DIABETES MELLITUS WITH OTHER ORAL COMPLICATIONS","DIABETES.*MELLITUS; DIABETES.*COMPLICATIONS"
"A1C","E13641","OTHER SPECIFIED DIABETES MELLITUS WITH HYPOGLYCEMIA WITH COMA","DIABETES.*MELLITUS"
"A1C","E13649","OTHER SPECIFIED DIABETES MELLITUS WITH HYPOGLYCEMIA WITHOUT COMA","DIABETES.*MELLITUS"
"A1C","E1365","OTHER SPECIFIED DIABETES MELLITUS WITH HYPERGLYCEMIA","DIABETES.*MELLITUS"
"A1C","E1369","OTHER SPECIFIED DIABETES MELLITUS WITH OTHER SPECIFIED COMPLICATION","DIABETES.*MELLITUS"
"A1C","E138","OTHER SPECIFIED DIABETES MELLITUS WITH UNSPECIFIED COMPLICATIONS","DIABETES.*MELLITUS; DIABETES.*COMPLICATIONS"
"A1C","E139","OTHER SPECIFIED DIABETES MELLITUS WITHOUT COMPLICATIONS","DIABETES.*MELLITUS; DIABETES.*COMPLICATIONS"
"A1C","O24011","PRE-EXISTING TYPE 1 DIABETES MELLITUS, IN PREGNANCY, FIRST TRIMESTER","DIABETES.*MELLITUS"
"A1C","O24012","PRE-EXISTING TYPE 1 DIABETES MELLITUS, IN PREGNANCY, SECOND TRIMESTER","DIABETES.*MELLITUS"
"A1C","O24013","PRE-EXISTING TYPE 1 DIABETES MELLITUS, IN PREGNANCY, THIRD TRIMESTER","DIABETES.*MELLITUS"
"A1C","O24019","PRE-EXISTING TYPE 1 DIABETES MELLITUS, IN PREGNANCY, UNSPECIFIED TRIMESTER","DIABETES.*MELLITUS"
"A1C","O2402","PRE-EXISTING TYPE 1 DIABETES MELLITUS, IN CHILDBIRTH","DIABETES.*MELLITUS"
"A1C","O2403","PRE-EXISTING TYPE 1 DIABETES MELLITUS, IN THE PUERPERIUM","DIABETES.*MELLITUS"
"A1C","O24111","PRE-EXISTING TYPE 2 DIABETES MELLITUS, IN PREGNANCY, FIRST TRIMESTER","DIABETES.*MELLITUS"
"A1C","O24112","PRE-EXISTING TYPE 2 DIABETES MELLITUS, IN PREGNANCY, SECOND TRIMESTER","DIABETES.*MELLITUS"
"A1C","O24113","PRE-EXISTING TYPE 2 DIABETES MELLITUS, IN PREGNANCY, THIRD TRIMESTER","DIABETES.*MELLITUS"
"A1C","O24119","PRE-EXISTING TYPE 2 DIABETES MELLITUS, IN PREGNANCY, UNSPECIFIED TRIMESTER","DIABETES.*MELLITUS"
"A1C","O2412","PRE-EXISTING TYPE 2 DIABETES MELLITUS, IN CHILDBIRTH","DIABETES.*MELLITUS"
"A1C","O2413","PRE-EXISTING TYPE 2 DIABETES MELLITUS, IN THE PUERPERIUM","DIABETES.*MELLITUS"
"A1C","O24311","UNSPECIFIED PRE-EXISTING DIABETES MELLITUS IN PREGNANCY, FIRST TRIMESTER","DIABETES.*MELLITUS"
