"Variable_Name","DX_CODE","DX_DESC","matched_terms_llm_context"
"BP_DIASTOLIC","O133","GESTATIONAL [PREGNANCY-INDUCED] HYPERTENSION WITHOUT SIGNIFICANT PROTEINURIA, THIRD TRIMESTER","HYPERTENSION"
"BP_DIASTOLIC","O134","GESTATIONAL [PREGNANCY-INDUCED] HYPERTENSION WITHOUT SIGNIFICANT PROTEINURIA, COMPLICATING CHILDBIRTH","HYPERTENSION"
"BP_DIASTOLIC","O135","GESTATIONAL [PREGNANCY-INDUCED] HYPERTENSION WITHOUT SIGNIFICANT PROTEINURIA, COMPLICATING THE PUERPERIUM","HYPERTENSION"
"BP_DIASTOLIC","O139","GESTATIONAL [PREGNANCY-INDUCED] HYPERTENSION WITHOUT SIGNIFICANT PROTEINURIA, UNSPECIFIED TRIMESTER","HYPERTENSION"
"BP_DIASTOLIC","O161","UNSPECIFIED MATERNAL HYPERTENSION, FIRST TRIMESTER","HYPERTENSION"
"BP_DIASTOLIC","O162","UNSPECIFIED MATERNAL HYPERTENSION, SECOND TRIMESTER","HYPERTENSION"
"BP_DIASTOLIC","O163","UNSPECIFIED MATERNAL HYPERTENSION, THIRD TRIMESTER","HYPERTENSION"
"BP_DIASTOLIC","O164","UNSPECIFIED MATERNAL HYPERTENSION, COMPLICATING CHILDBIRTH","HYPERTENSION"
"BP_DIASTOLIC","O165","UNSPECIFIED MATERNAL HYPERTENSION, COMPLICATING THE PUERPERIUM","HYPERTENSION"
"BP_DIASTOLIC","O169","UNSPECIFIED MATERNAL HYPERTENSION, UNSPECIFIED TRIMESTER","HYPERTENSION"
"BP_DIASTOLIC","P292","NEONATAL HYPERTENSION","HYPERTENSION"
"BP_DIASTOLIC","P2930","PULMONARY HYPERTENSION OF NEWBORN","HYPERTENSION; PULMONARY.*HYPERTENSION"
"BP_DIASTOLIC","R030","ELEVATED BLOOD-PRESSURE READING, WITHOUT DIAGNOSIS OF HYPERTENSION","HYPERTENSION; ELEVATED.*BLOOD.*PRESSURE"
"BP_SYSTOLIC","G932","BENIGN INTRACRANIAL HYPERTENSION","HYPERTENSION; BENIGN.*HYPERTENSION"
"BP_SYSTOLIC","H40051","OCULAR HYPERTENSION, RIGHT EYE","HYPERTENSION"
"BP_SYSTOLIC","H40052","OCULAR HYPERTENSION, LEFT EYE","HYPERTENSION"
"BP_SYSTOLIC","H40053","OCULAR HYPERTENSION, BILATERAL","HYPERTENSION"
"BP_SYSTOLIC","H40059","OCULAR HYPERTENSION, UNSPECIFIED EYE","HYPERTENSION"
"BP_SYSTOLIC","I10","ESSENTIAL (PRIMARY) HYPERTENSION","HYPERTENSION; ESSENTIAL.*HYPERTENSION"
"BP_SYSTOLIC","I110","HYPERTENSIVE HEART DISEASE WITH HEART FAILURE","HYPERTENSIVE.*HEART.*DISEASE; HYPERTENSIVE.*DISEASE"
"BP_SYSTOLIC","I119","HYPERTENSIVE HEART DISEASE WITHOUT HEART FAILURE","HYPERTENSIVE.*HEART.*DISEASE; HYPERTENSIVE.*DISEASE"
"BP_SYSTOLIC","I120","HYPERTENSIVE CHRONIC KIDNEY DISEASE WITH STAGE 5 CHRONIC KIDNEY DISEASE OR END STAGE RENAL DISEASE","HYPERTENSIVE.*RENAL.*DISEASE; HYPERTENSIVE.*DISEASE"
"BP_SYSTOLIC","I129","HYPERTENSIVE CHRONIC KIDNEY DISEASE WITH STAGE 1 THROUGH STAGE 4 CHRONIC KIDNEY DISEASE, OR UNSPECIFIED CHRONIC KIDNEY DISEASE","HYPERTENSIVE.*DISEASE"
"BP_SYSTOLIC","I130","HYPERTENSIVE HEART AND CHRONIC KIDNEY DISEASE WITH HEART FAILURE AND STAGE 1 THROUGH STAGE 4 CHRONIC KIDNEY DISEASE, OR UNSPECIFIED CHRONIC KIDNEY DISEASE","HYPERTENSIVE.*HEART.*DISEASE; HYPERTENSIVE.*DISEASE"
"BP_SYSTOLIC","I1310","HYPERTENSIVE HEART AND CHRONIC KIDNEY DISEASE WITHOUT HEART FAILURE, WITH STAGE 1 THROUGH STAGE 4 CHRONIC KIDNEY DISEASE, OR UNSPECIFIED CHRONIC KIDNEY DISEASE","HYPERTENSIVE.*HEART.*DISEASE; HYPERTENSIVE.*DISEASE"
"BP_SYSTOLIC","I1311","HYPERTENSIVE HEART AND CHRONIC KIDNEY DISEASE WITHOUT HEART FAILURE, WITH STAGE 5 CHRONIC KIDNEY DISEASE, OR END STAGE RENAL DISEASE","HYPERTENSIVE.*HEART.*DISEASE; HYPERTENSIVE.*RENAL.*DISEASE; HYPERTENSIVE.*DISEASE"
"BP_SYSTOLIC","I132","HYPERTENSIVE HEART AND CHRONIC KIDNEY DISEASE WITH HEART FAILURE AND WITH STAGE 5 CHRONIC KIDNEY DISEASE, OR END STAGE RENAL DISEASE","HYPERTENSIVE.*HEART.*DISEASE; HYPERTENSIVE.*RENAL.*DISEASE; HYPERTENSIVE.*DISEASE"
"BP_SYSTOLIC","I150","RENOVASCULAR HYPERTENSION","HYPERTENSION"
"BP_SYSTOLIC","I151","HYPERTENSION SECONDARY TO OTHER RENAL DISORDERS","HYPERTENSION"
"BP_SYSTOLIC","I152","HYPERTENSION SECONDARY TO ENDOCRINE DISORDERS","HYPERTENSION"
"BP_SYSTOLIC","I158","OTHER SECONDARY HYPERTENSION","HYPERTENSION; SECONDARY.*HYPERTENSION"
"BP_SYSTOLIC","I159","SECONDARY HYPERTENSION, UNSPECIFIED","HYPERTENSION; SECONDARY.*HYPERTENSION; SECONDARY.*HYPERTENSION.*UNSPECIFIED"
"BP_SYSTOLIC","I160","HYPERTENSIVE URGENCY","HYPERTENSIVE.*URGENCY"
"BP_SYSTOLIC","I161","HYPERTENSIVE EMERGENCY","HYPERTENSIVE.*EMERGENCY"
"BP_SYSTOLIC","I169","HYPERTENSIVE CRISIS, UNSPECIFIED","HYPERTENSIVE.*CRISIS"
"BP_SYSTOLIC","I1A0","RESISTANT HYPERTENSION","HYPERTENSION; RESISTANT.*HYPERTENSION"
"BP_SYSTOLIC","I270","PRIMARY PULMONARY HYPERTENSION","HYPERTENSION; PULMONARY.*HYPERTENSION"
"BP_SYSTOLIC","I2720","PULMONARY HYPERTENSION, UNSPECIFIED","HYPERTENSION; PULMONARY.*HYPERTENSION"
"BP_SYSTOLIC","I2721","SECONDARY PULMONARY ARTERIAL HYPERTENSION","HYPERTENSION; SECONDARY.*HYPERTENSION; ARTERIAL.*HYPERTENSION; PULMONARY.*HYPERTENSION"
"BP_SYSTOLIC","I2722","PULMONARY HYPERTENSION DUE TO LEFT HEART DISEASE","HYPERTENSION; PULMONARY.*HYPERTENSION"
"BP_SYSTOLIC","I2723","PULMONARY HYPERTENSION DUE TO LUNG DISEASES AND HYPOXIA","HYPERTENSION; PULMONARY.*HYPERTENSION"
"BP_SYSTOLIC","I2724","CHRONIC THROMBOEMBOLIC PULMONARY HYPERTENSION","HYPERTENSION; PULMONARY.*HYPERTENSION"
"BP_SYSTOLIC","I2729","OTHER SECONDARY PULMONARY HYPERTENSION","HYPERTENSION; SECONDARY.*HYPERTENSION; PULMONARY.*HYPERTENSION"
"BP_SYSTOLIC","I87301","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITHOUT COMPLICATIONS OF RIGHT LOWER EXTREMITY","HYPERTENSION"
"BP_SYSTOLIC","I87302","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITHOUT COMPLICATIONS OF LEFT LOWER EXTREMITY","HYPERTENSION"
"BP_SYSTOLIC","I87303","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITHOUT COMPLICATIONS OF BILATERAL LOWER EXTREMITY","HYPERTENSION"
"BP_SYSTOLIC","I87309","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITHOUT COMPLICATIONS OF UNSPECIFIED LOWER EXTREMITY","HYPERTENSION"
"BP_SYSTOLIC","I87311","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH ULCER OF RIGHT LOWER EXTREMITY","HYPERTENSION"
"BP_SYSTOLIC","I87312","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH ULCER OF LEFT LOWER EXTREMITY","HYPERTENSION"
"BP_SYSTOLIC","I87313","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH ULCER OF BILATERAL LOWER EXTREMITY","HYPERTENSION"
"BP_SYSTOLIC","I87319","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH ULCER OF UNSPECIFIED LOWER EXTREMITY","HYPERTENSION"
"BP_SYSTOLIC","I87321","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH INFLAMMATION OF RIGHT LOWER EXTREMITY","HYPERTENSION"
"BP_SYSTOLIC","I87322","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH INFLAMMATION OF LEFT LOWER EXTREMITY","HYPERTENSION"
"BP_SYSTOLIC","I87323","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH INFLAMMATION OF BILATERAL LOWER EXTREMITY","HYPERTENSION"
"BP_SYSTOLIC","I87329","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH INFLAMMATION OF UNSPECIFIED LOWER EXTREMITY","HYPERTENSION"
"BP_SYSTOLIC","I87331","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH ULCER AND INFLAMMATION OF RIGHT LOWER EXTREMITY","HYPERTENSION"
"BP_SYSTOLIC","I87332","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH ULCER AND INFLAMMATION OF LEFT LOWER EXTREMITY","HYPERTENSION"
"BP_SYSTOLIC","I87333","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH ULCER AND INFLAMMATION OF BILATERAL LOWER EXTREMITY","HYPERTENSION"
"BP_SYSTOLIC","I87339","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH ULCER AND INFLAMMATION OF UNSPECIFIED LOWER EXTREMITY","HYPERTENSION"
"BP_SYSTOLIC","I87391","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH OTHER COMPLICATIONS OF RIGHT LOWER EXTREMITY","HYPERTENSION"
"BP_SYSTOLIC","I87392","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH OTHER COMPLICATIONS OF LEFT LOWER EXTREMITY","HYPERTENSION"
"BP_SYSTOLIC","I87393","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH OTHER COMPLICATIONS OF BILATERAL LOWER EXTREMITY","HYPERTENSION"
"BP_SYSTOLIC","I87399","CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) WITH OTHER COMPLICATIONS OF UNSPECIFIED LOWER EXTREMITY","HYPERTENSION"
"BP_SYSTOLIC","I973","POSTPROCEDURAL HYPERTENSION","HYPERTENSION"
"BP_SYSTOLIC","K766","PORTAL HYPERTENSION","HYPERTENSION"
"BP_SYSTOLIC","O10011","PRE-EXISTING ESSENTIAL HYPERTENSION COMPLICATING PREGNANCY, FIRST TRIMESTER","HYPERTENSION; ESSENTIAL.*HYPERTENSION"
"BP_SYSTOLIC","O10012","PRE-EXISTING ESSENTIAL HYPERTENSION COMPLICATING PREGNANCY, SECOND TRIMESTER","HYPERTENSION; ESSENTIAL.*HYPERTENSION"
"BP_SYSTOLIC","O10013","PRE-EXISTING ESSENTIAL HYPERTENSION COMPLICATING PREGNANCY, THIRD TRIMESTER","HYPERTENSION; ESSENTIAL.*HYPERTENSION"
"BP_SYSTOLIC","O10019","PRE-EXISTING ESSENTIAL HYPERTENSION COMPLICATING PREGNANCY, UNSPECIFIED TRIMESTER","HYPERTENSION; ESSENTIAL.*HYPERTENSION; ESSENTIAL.*HYPERTENSION.*UNSPECIFIED"
"BP_SYSTOLIC","O1002","PRE-EXISTING ESSENTIAL HYPERTENSION COMPLICATING CHILDBIRTH","HYPERTENSION; ESSENTIAL.*HYPERTENSION"
"BP_SYSTOLIC","O1003","PRE-EXISTING ESSENTIAL HYPERTENSION COMPLICATING THE PUERPERIUM","HYPERTENSION; ESSENTIAL.*HYPERTENSION"
"BP_SYSTOLIC","O10111","PRE-EXISTING HYPERTENSIVE HEART DISEASE COMPLICATING PREGNANCY, FIRST TRIMESTER","HYPERTENSIVE.*HEART.*DISEASE; HYPERTENSIVE.*DISEASE"
"BP_SYSTOLIC","O10112","PRE-EXISTING HYPERTENSIVE HEART DISEASE COMPLICATING PREGNANCY, SECOND TRIMESTER","HYPERTENSIVE.*HEART.*DISEASE; HYPERTENSIVE.*DISEASE"
"BP_SYSTOLIC","O10113","PRE-EXISTING HYPERTENSIVE HEART DISEASE COMPLICATING PREGNANCY, THIRD TRIMESTER","HYPERTENSIVE.*HEART.*DISEASE; HYPERTENSIVE.*DISEASE"
"BP_SYSTOLIC","O10119","PRE-EXISTING HYPERTENSIVE HEART DISEASE COMPLICATING PREGNANCY, UNSPECIFIED TRIMESTER","HYPERTENSIVE.*HEART.*DISEASE; HYPERTENSIVE.*DISEASE"
"BP_SYSTOLIC","O1012","PRE-EXISTING HYPERTENSIVE HEART DISEASE COMPLICATING CHILDBIRTH","HYPERTENSIVE.*HEART.*DISEASE; HYPERTENSIVE.*DISEASE"
"BP_SYSTOLIC","O1013","PRE-EXISTING HYPERTENSIVE HEART DISEASE COMPLICATING THE PUERPERIUM","HYPERTENSIVE.*HEART.*DISEASE; HYPERTENSIVE.*DISEASE"
"BP_SYSTOLIC","O10211","PRE-EXISTING HYPERTENSIVE CHRONIC KIDNEY DISEASE COMPLICATING PREGNANCY, FIRST TRIMESTER","HYPERTENSIVE.*DISEASE"
"BP_SYSTOLIC","O10212","PRE-EXISTING HYPERTENSIVE CHRONIC KIDNEY DISEASE COMPLICATING PREGNANCY, SECOND TRIMESTER","HYPERTENSIVE.*DISEASE"
"BP_SYSTOLIC","O10213","PRE-EXISTING HYPERTENSIVE CHRONIC KIDNEY DISEASE COMPLICATING PREGNANCY, THIRD TRIMESTER","HYPERTENSIVE.*DISEASE"
"BP_SYSTOLIC","O10219","PRE-EXISTING HYPERTENSIVE CHRONIC KIDNEY DISEASE COMPLICATING PREGNANCY, UNSPECIFIED TRIMESTER","HYPERTENSIVE.*DISEASE"
"BP_SYSTOLIC","O1022","PRE-EXISTING HYPERTENSIVE CHRONIC KIDNEY DISEASE COMPLICATING CHILDBIRTH","HYPERTENSIVE.*DISEASE"
"BP_SYSTOLIC","O1023","PRE-EXISTING HYPERTENSIVE CHRONIC KIDNEY DISEASE COMPLICATING THE PUERPERIUM","HYPERTENSIVE.*DISEASE"
"BP_SYSTOLIC","O10311","PRE-EXISTING HYPERTENSIVE HEART AND CHRONIC KIDNEY DISEASE COMPLICATING PREGNANCY, FIRST TRIMESTER","HYPERTENSIVE.*HEART.*DISEASE; HYPERTENSIVE.*DISEASE"
"BP_SYSTOLIC","O10312","PRE-EXISTING HYPERTENSIVE HEART AND CHRONIC KIDNEY DISEASE COMPLICATING PREGNANCY, SECOND TRIMESTER","HYPERTENSIVE.*HEART.*DISEASE; HYPERTENSIVE.*DISEASE"
"BP_SYSTOLIC","O10313","PRE-EXISTING HYPERTENSIVE HEART AND CHRONIC KIDNEY DISEASE COMPLICATING PREGNANCY, THIRD TRIMESTER","HYPERTENSIVE.*HEART.*DISEASE; HYPERTENSIVE.*DISEASE"
"BP_SYSTOLIC","O10319","PRE-EXISTING HYPERTENSIVE HEART AND CHRONIC KIDNEY DISEASE COMPLICATING PREGNANCY, UNSPECIFIED TRIMESTER","HYPERTENSIVE.*HEART.*DISEASE; HYPERTENSIVE.*DISEASE"
"BP_SYSTOLIC","O1032","PRE-EXISTING HYPERTENSIVE HEART AND CHRONIC KIDNEY DISEASE COMPLICATING CHILDBIRTH","HYPERTENSIVE.*HEART.*DISEASE; HYPERTENSIVE.*DISEASE"
"BP_SYSTOLIC","O1033","PRE-EXISTING HYPERTENSIVE HEART AND CHRONIC KIDNEY DISEASE COMPLICATING THE PUERPERIUM","HYPERTENSIVE.*HEART.*DISEASE; HYPERTENSIVE.*DISEASE"
"BP_SYSTOLIC","O10411","PRE-EXISTING SECONDARY HYPERTENSION COMPLICATING PREGNANCY, FIRST TRIMESTER","HYPERTENSION; SECONDARY.*HYPERTENSION"
"BP_SYSTOLIC","O10412","PRE-EXISTING SECONDARY HYPERTENSION COMPLICATING PREGNANCY, SECOND TRIMESTER","HYPERTENSION; SECONDARY.*HYPERTENSION"
"BP_SYSTOLIC","O10413","PRE-EXISTING SECONDARY HYPERTENSION COMPLICATING PREGNANCY, THIRD TRIMESTER","HYPERTENSION; SECONDARY.*HYPERTENSION"
"BP_SYSTOLIC","O10419","PRE-EXISTING SECONDARY HYPERTENSION COMPLICATING PREGNANCY, UNSPECIFIED TRIMESTER","HYPERTENSION; SECONDARY.*HYPERTENSION; SECONDARY.*HYPERTENSION.*UNSPECIFIED"
"BP_SYSTOLIC","O1042","PRE-EXISTING SECONDARY HYPERTENSION COMPLICATING CHILDBIRTH","HYPERTENSION; SECONDARY.*HYPERTENSION"
"BP_SYSTOLIC","O1043","PRE-EXISTING SECONDARY HYPERTENSION COMPLICATING THE PUERPERIUM","HYPERTENSION; SECONDARY.*HYPERTENSION"
"BP_SYSTOLIC","O10911","UNSPECIFIED PRE-EXISTING HYPERTENSION COMPLICATING PREGNANCY, FIRST TRIMESTER","HYPERTENSION"
"BP_SYSTOLIC","O10912","UNSPECIFIED PRE-EXISTING HYPERTENSION COMPLICATING PREGNANCY, SECOND TRIMESTER","HYPERTENSION"
"BP_SYSTOLIC","O10913","UNSPECIFIED PRE-EXISTING HYPERTENSION COMPLICATING PREGNANCY, THIRD TRIMESTER","HYPERTENSION"
"BP_SYSTOLIC","O10919","UNSPECIFIED PRE-EXISTING HYPERTENSION COMPLICATING PREGNANCY, UNSPECIFIED TRIMESTER","HYPERTENSION"
"BP_SYSTOLIC","O1092","UNSPECIFIED PRE-EXISTING HYPERTENSION COMPLICATING CHILDBIRTH","HYPERTENSION"
"BP_SYSTOLIC","O1093","UNSPECIFIED PRE-EXISTING HYPERTENSION COMPLICATING THE PUERPERIUM","HYPERTENSION"
"BP_SYSTOLIC","O111","PRE-EXISTING HYPERTENSION WITH PRE-ECLAMPSIA, FIRST TRIMESTER","HYPERTENSION"
"BP_SYSTOLIC","O112","PRE-EXISTING HYPERTENSION WITH PRE-ECLAMPSIA, SECOND TRIMESTER","HYPERTENSION"
"BP_SYSTOLIC","O113","PRE-EXISTING HYPERTENSION WITH PRE-ECLAMPSIA, THIRD TRIMESTER","HYPERTENSION"
"BP_SYSTOLIC","O114","PRE-EXISTING HYPERTENSION WITH PRE-ECLAMPSIA, COMPLICATING CHILDBIRTH","HYPERTENSION"
"BP_SYSTOLIC","O115","PRE-EXISTING HYPERTENSION WITH PRE-ECLAMPSIA, COMPLICATING THE PUERPERIUM","HYPERTENSION"
"BP_SYSTOLIC","O119","PRE-EXISTING HYPERTENSION WITH PRE-ECLAMPSIA, UNSPECIFIED TRIMESTER","HYPERTENSION"
"BP_SYSTOLIC","O131","GESTATIONAL [PREGNANCY-INDUCED] HYPERTENSION WITHOUT SIGNIFICANT PROTEINURIA, FIRST TRIMESTER","HYPERTENSION"
"BP_SYSTOLIC","O132","GESTATIONAL [PREGNANCY-INDUCED] HYPERTENSION WITHOUT SIGNIFICANT PROTEINURIA, SECOND TRIMESTER","HYPERTENSION"
"BP_SYSTOLIC","O133","GESTATIONAL [PREGNANCY-INDUCED] HYPERTENSION WITHOUT SIGNIFICANT PROTEINURIA, THIRD TRIMESTER","HYPERTENSION"
"BP_SYSTOLIC","O134","GESTATIONAL [PREGNANCY-INDUCED] HYPERTENSION WITHOUT SIGNIFICANT PROTEINURIA, COMPLICATING CHILDBIRTH","HYPERTENSION"
"BP_SYSTOLIC","O135","GESTATIONAL [PREGNANCY-INDUCED] HYPERTENSION WITHOUT SIGNIFICANT PROTEINURIA, COMPLICATING THE PUERPERIUM","HYPERTENSION"
"BP_SYSTOLIC","O139","GESTATIONAL [PREGNANCY-INDUCED] HYPERTENSION WITHOUT SIGNIFICANT PROTEINURIA, UNSPECIFIED TRIMESTER","HYPERTENSION"
"BP_SYSTOLIC","O161","UNSPECIFIED MATERNAL HYPERTENSION, FIRST TRIMESTER","HYPERTENSION"
"BP_SYSTOLIC","O162","UNSPECIFIED MATERNAL HYPERTENSION, SECOND TRIMESTER","HYPERTENSION"
"BP_SYSTOLIC","O163","UNSPECIFIED MATERNAL HYPERTENSION, THIRD TRIMESTER","HYPERTENSION"
"BP_SYSTOLIC","O164","UNSPECIFIED MATERNAL HYPERTENSION, COMPLICATING CHILDBIRTH","HYPERTENSION"
"BP_SYSTOLIC","O165","UNSPECIFIED MATERNAL HYPERTENSION, COMPLICATING THE PUERPERIUM","HYPERTENSION"
"BP_SYSTOLIC","O169","UNSPECIFIED MATERNAL HYPERTENSION, UNSPECIFIED TRIMESTER","HYPERTENSION"
"BP_SYSTOLIC","P292","NEONATAL HYPERTENSION","HYPERTENSION"
"BP_SYSTOLIC","P2930","PULMONARY HYPERTENSION OF NEWBORN","HYPERTENSION; PULMONARY.*HYPERTENSION"
"BP_SYSTOLIC","R030","ELEVATED BLOOD-PRESSURE READING, WITHOUT DIAGNOSIS OF HYPERTENSION","HYPERTENSION; ELEVATED.*BLOOD.*PRESSURE"
"CHOL","D68312","ANTIPHOSPHOLIPID ANTIBODY WITH HEMORRHAGIC DISORDER","LIPID.*DISORDER"
"CHOL","E755","OTHER LIPID STORAGE DISORDERS","LIPID.*DISORDER"
"CHOL","E756","LIPID STORAGE DISORDER, UNSPECIFIED","LIPID.*DISORDER"
"CHOL","E7800","PURE HYPERCHOLESTEROLEMIA, UNSPECIFIED","HYPERCHOLESTEROLEMIA"
"CHOL","E78010","HOMOZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA [HOFH]","HYPERCHOLESTEROLEMIA"
"CHOL","E78011","HETEROZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA [HEFH]","HYPERCHOLESTEROLEMIA"
"CHOL","E78019","FAMILIAL HYPERCHOLESTEROLEMIA, UNSPECIFIED","HYPERCHOLESTEROLEMIA; FAMILIAL.*HYPERCHOLESTEROLEMIA.*UNSPECIFIED"
"CHOL","E782","MIXED HYPERLIPIDEMIA","HYPERLIPIDEMIA"
"CHOL","E7849","OTHER HYPERLIPIDEMIA","HYPERLIPIDEMIA"
"CHOL","E785","HYPERLIPIDEMIA, UNSPECIFIED","HYPERLIPIDEMIA"
"CHOL","Z8342","FAMILY HISTORY OF FAMILIAL HYPERCHOLESTEROLEMIA","HYPERCHOLESTEROLEMIA"
"CREAT_C","A3684","DIPHTHERITIC TUBULO-INTERSTITIAL NEPHROPATHY","NEPHROPATHY"
"CREAT_C","B520","PLASMODIUM MALARIAE MALARIA WITH NEPHROPATHY","NEPHROPATHY"
"CREAT_C","B5883","TOXOPLASMA TUBULO-INTERSTITIAL NEPHROPATHY","NEPHROPATHY"
"CREAT_C","D5930","HEMOLYTIC-UREMIC SYNDROME, UNSPECIFIED","UREMIC.*SYNDROME"
"CREAT_C","D5931","INFECTION-ASSOCIATED HEMOLYTIC-UREMIC SYNDROME","UREMIC.*SYNDROME"
"CREAT_C","D5932","HEREDITARY HEMOLYTIC-UREMIC SYNDROME","UREMIC.*SYNDROME"
"CREAT_C","D5939","OTHER HEMOLYTIC-UREMIC SYNDROME","UREMIC.*SYNDROME"
"CREAT_C","E0821","DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH DIABETIC NEPHROPATHY","NEPHROPATHY"
"CREAT_C","E0921","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH DIABETIC NEPHROPATHY","NEPHROPATHY"
"CREAT_C","E1021","TYPE 1 DIABETES MELLITUS WITH DIABETIC NEPHROPATHY","NEPHROPATHY"
"CREAT_C","E1121","TYPE 2 DIABETES MELLITUS WITH DIABETIC NEPHROPATHY","NEPHROPATHY"
"CREAT_C","E1321","OTHER SPECIFIED DIABETES MELLITUS WITH DIABETIC NEPHROPATHY","NEPHROPATHY"
"CREAT_C","I120","HYPERTENSIVE CHRONIC KIDNEY DISEASE WITH STAGE 5 CHRONIC KIDNEY DISEASE OR END STAGE RENAL DISEASE","END.*STAGE.*RENAL.*DISEASE; CHRONIC.*KIDNEY.*DISEASE.*STAGE.*5; CHRONIC.*KIDNEY.*DISEASE.*STAGE.*5"
"CREAT_C","I129","HYPERTENSIVE CHRONIC KIDNEY DISEASE WITH STAGE 1 THROUGH STAGE 4 CHRONIC KIDNEY DISEASE, OR UNSPECIFIED CHRONIC KIDNEY DISEASE","CHRONIC.*KIDNEY.*DISEASE.*STAGE.*1; CHRONIC.*KIDNEY.*DISEASE.*STAGE.*4"
"CREAT_C","I130","HYPERTENSIVE HEART AND CHRONIC KIDNEY DISEASE WITH HEART FAILURE AND STAGE 1 THROUGH STAGE 4 CHRONIC KIDNEY DISEASE, OR UNSPECIFIED CHRONIC KIDNEY DISEASE","KIDNEY.*FAILURE; CHRONIC.*KIDNEY.*DISEASE.*STAGE.*1; CHRONIC.*KIDNEY.*DISEASE.*STAGE.*4; KIDNEY.*FAILURE.*CHRONIC"
"CREAT_C","I1310","HYPERTENSIVE HEART AND CHRONIC KIDNEY DISEASE WITHOUT HEART FAILURE, WITH STAGE 1 THROUGH STAGE 4 CHRONIC KIDNEY DISEASE, OR UNSPECIFIED CHRONIC KIDNEY DISEASE","KIDNEY.*FAILURE; CHRONIC.*KIDNEY.*DISEASE.*STAGE.*1; CHRONIC.*KIDNEY.*DISEASE.*STAGE.*4; KIDNEY.*FAILURE.*CHRONIC"
"CREAT_C","I1311","HYPERTENSIVE HEART AND CHRONIC KIDNEY DISEASE WITHOUT HEART FAILURE, WITH STAGE 5 CHRONIC KIDNEY DISEASE, OR END STAGE RENAL DISEASE","END.*STAGE.*RENAL.*DISEASE; KIDNEY.*FAILURE; CHRONIC.*KIDNEY.*DISEASE.*STAGE.*5; KIDNEY.*FAILURE.*CHRONIC; KIDNEY.*FAILURE.*END.*STAGE; CHRONIC.*KIDNEY.*DISEASE.*STAGE.*5"
"CREAT_C","I132","HYPERTENSIVE HEART AND CHRONIC KIDNEY DISEASE WITH HEART FAILURE AND WITH STAGE 5 CHRONIC KIDNEY DISEASE, OR END STAGE RENAL DISEASE","END.*STAGE.*RENAL.*DISEASE; KIDNEY.*FAILURE; CHRONIC.*KIDNEY.*DISEASE.*STAGE.*5; KIDNEY.*FAILURE.*CHRONIC; KIDNEY.*FAILURE.*END.*STAGE; CHRONIC.*KIDNEY.*DISEASE.*STAGE.*5"
"CREAT_C","M1030","GOUT DUE TO RENAL IMPAIRMENT, UNSPECIFIED SITE","RENAL.*IMPAIRMENT"
"CREAT_C","M10311","GOUT DUE TO RENAL IMPAIRMENT, RIGHT SHOULDER","RENAL.*IMPAIRMENT"
"CREAT_C","M10312","GOUT DUE TO RENAL IMPAIRMENT, LEFT SHOULDER","RENAL.*IMPAIRMENT"
"CREAT_C","M10319","GOUT DUE TO RENAL IMPAIRMENT, UNSPECIFIED SHOULDER","RENAL.*IMPAIRMENT"
"CREAT_C","M10321","GOUT DUE TO RENAL IMPAIRMENT, RIGHT ELBOW","RENAL.*IMPAIRMENT"
"CREAT_C","M10322","GOUT DUE TO RENAL IMPAIRMENT, LEFT ELBOW","RENAL.*IMPAIRMENT"
"CREAT_C","M10329","GOUT DUE TO RENAL IMPAIRMENT, UNSPECIFIED ELBOW","RENAL.*IMPAIRMENT"
"CREAT_C","M10331","GOUT DUE TO RENAL IMPAIRMENT, RIGHT WRIST","RENAL.*IMPAIRMENT"
"CREAT_C","M10332","GOUT DUE TO RENAL IMPAIRMENT, LEFT WRIST","RENAL.*IMPAIRMENT"
