"","VARIABLE_NAME","DX_CODE","DX_DESC","CLINICALLY_RELEVANT","MATCHED_TERMS"
"286","CRP","K8050","CALCULUS OF BILE DUCT WITHOUT CHOLANGITIS OR CHOLECYSTITIS WITHOUT OBSTRUCTION",TRUE,"CHOLECYSTITIS"
"287","CRP","K810","ACUTE CHOLECYSTITIS",TRUE,"CHOLECYSTITIS"
"288","CRP","K811","CHRONIC CHOLECYSTITIS",TRUE,"CHOLECYSTITIS"
"289","CRP","K819","CHOLECYSTITIS, UNSPECIFIED",TRUE,"CHOLECYSTITIS"
"290","CRP","K8500","IDIOPATHIC ACUTE PANCREATITIS WITHOUT NECROSIS OR INFECTION",TRUE,"INFECTION"
"291","CRP","K8510","BILIARY ACUTE PANCREATITIS WITHOUT NECROSIS OR INFECTION",TRUE,"INFECTION"
"292","CRP","K8520","ALCOHOL INDUCED ACUTE PANCREATITIS WITHOUT NECROSIS OR INFECTION",TRUE,"INFECTION"
"293","CRP","K8590","ACUTE PANCREATITIS WITHOUT NECROSIS OR INFECTION, UNSPECIFIED",TRUE,"INFECTION"
"294","CRP","K860","ALCOHOL-INDUCED CHRONIC PANCREATITIS",TRUE,"PANCREATITIS"
"295","CRP","K861","OTHER CHRONIC PANCREATITIS",TRUE,"PANCREATITIS"
"296","CRP","L03011","CELLULITIS OF RIGHT FINGER",TRUE,"CELLULITIS"
"297","CRP","L03012","CELLULITIS OF LEFT FINGER",TRUE,"CELLULITIS"
"298","CRP","L03019","CELLULITIS OF UNSPECIFIED FINGER",TRUE,"CELLULITIS"
"299","CRP","L03031","CELLULITIS OF RIGHT TOE",TRUE,"CELLULITIS"
"300","CRP","L03032","CELLULITIS OF LEFT TOE",TRUE,"CELLULITIS"
"301","CRP","L03111","CELLULITIS OF RIGHT AXILLA",TRUE,"CELLULITIS"
"302","CRP","L03112","CELLULITIS OF LEFT AXILLA",TRUE,"CELLULITIS"
"303","CRP","L03113","CELLULITIS OF RIGHT UPPER LIMB",TRUE,"CELLULITIS"
"304","CRP","L03114","CELLULITIS OF LEFT UPPER LIMB",TRUE,"CELLULITIS"
"305","CRP","L03115","CELLULITIS OF RIGHT LOWER LIMB",TRUE,"CELLULITIS"
"306","CRP","L03116","CELLULITIS OF LEFT LOWER LIMB",TRUE,"CELLULITIS"
"307","CRP","L03119","CELLULITIS OF UNSPECIFIED PART OF LIMB",TRUE,"CELLULITIS"
"308","CRP","L03211","CELLULITIS OF FACE",TRUE,"CELLULITIS"
"309","CRP","L03213","PERIORBITAL CELLULITIS",TRUE,"CELLULITIS"
"310","CRP","L03221","CELLULITIS OF NECK",TRUE,"CELLULITIS"
"311","CRP","L03311","CELLULITIS OF ABDOMINAL WALL",TRUE,"CELLULITIS"
"312","CRP","L03312","CELLULITIS OF BACK [ANY PART EXCEPT BUTTOCK]",TRUE,"CELLULITIS"
"313","CRP","L03314","CELLULITIS OF GROIN",TRUE,"CELLULITIS"
"314","CRP","L03317","CELLULITIS OF BUTTOCK",TRUE,"CELLULITIS"
"315","CRP","L03319","CELLULITIS OF TRUNK, UNSPECIFIED",TRUE,"CELLULITIS"
"316","CRP","L03811","CELLULITIS OF HEAD [ANY PART, EXCEPT FACE]",TRUE,"CELLULITIS"
"317","CRP","L03818","CELLULITIS OF OTHER SITES",TRUE,"CELLULITIS"
"318","CRP","L0390","CELLULITIS, UNSPECIFIED",TRUE,"CELLULITIS"
"319","CRP","L401","GENERALIZED PUSTULAR PSORIASIS",TRUE,"PSORIASIS"
"320","CRP","L4050","ARTHROPATHIC PSORIASIS, UNSPECIFIED",TRUE,"PSORIASIS"
"321","CRP","L408","OTHER PSORIASIS",TRUE,"PSORIASIS"
"322","CRP","L409","PSORIASIS, UNSPECIFIED",TRUE,"PSORIASIS"
"323","CRP","L930","DISCOID LUPUS ERYTHEMATOSUS",TRUE,"LUPUS"
"324","CRP","L932","OTHER LOCAL LUPUS ERYTHEMATOSUS",TRUE,"LUPUS"
"325","CRP","M00061","STAPHYLOCOCCAL ARTHRITIS, RIGHT KNEE",TRUE,"ARTHRITIS"
"326","CRP","M00862","ARTHRITIS DUE TO OTHER BACTERIA, LEFT KNEE",TRUE,"ARTHRITIS"
"327","CRP","M01X9","DIRECT INFECTION OF MULTIPLE JOINTS IN INFECTIOUS AND PARASITIC DISEASES CLASSIFIED ELSEWHERE",TRUE,"INFECTION"
"328","CRP","M05741","RHEUMATOID ARTHRITIS WITH RHEUMATOID FACTOR OF RIGHT HAND WITHOUT ORGAN OR SYSTEMS INVOLVEMENT",TRUE,"RHEUMATOID.*ARTHRITIS; ARTHRITIS"
"329","CRP","M05742","RHEUMATOID ARTHRITIS WITH RHEUMATOID FACTOR OF LEFT HAND WITHOUT ORGAN OR SYSTEMS INVOLVEMENT",TRUE,"RHEUMATOID.*ARTHRITIS; ARTHRITIS"
"330","CRP","M0579","RHEUMATOID ARTHRITIS WITH RHEUMATOID FACTOR OF MULTIPLE SITES WITHOUT ORGAN OR SYSTEMS INVOLVEMENT",TRUE,"RHEUMATOID.*ARTHRITIS; ARTHRITIS"
"331","CRP","M059","RHEUMATOID ARTHRITIS WITH RHEUMATOID FACTOR, UNSPECIFIED",TRUE,"RHEUMATOID.*ARTHRITIS; ARTHRITIS"
"332","CRP","M0600","RHEUMATOID ARTHRITIS WITHOUT RHEUMATOID FACTOR, UNSPECIFIED SITE",TRUE,"RHEUMATOID.*ARTHRITIS; ARTHRITIS"
"333","CRP","M069","RHEUMATOID ARTHRITIS, UNSPECIFIED",TRUE,"RHEUMATOID.*ARTHRITIS; ARTHRITIS"
"334","CRP","M130","POLYARTHRITIS, UNSPECIFIED",TRUE,"ARTHRITIS"
"335","CRP","M150","PRIMARY GENERALIZED (OSTEO)ARTHRITIS",TRUE,"ARTHRITIS"
"336","CRP","M158","OTHER POLYOSTEOARTHRITIS",TRUE,"ARTHRITIS"
"337","CRP","M159","POLYOSTEOARTHRITIS, UNSPECIFIED",TRUE,"ARTHRITIS"
"338","CRP","M160","BILATERAL PRIMARY OSTEOARTHRITIS OF HIP",TRUE,"ARTHRITIS"
"339","CRP","M1610","UNILATERAL PRIMARY OSTEOARTHRITIS, UNSPECIFIED HIP",TRUE,"ARTHRITIS"
"340","CRP","M1611","UNILATERAL PRIMARY OSTEOARTHRITIS, RIGHT HIP",TRUE,"ARTHRITIS"
"341","CRP","M1612","UNILATERAL PRIMARY OSTEOARTHRITIS, LEFT HIP",TRUE,"ARTHRITIS"
"342","CRP","M166","OTHER BILATERAL SECONDARY OSTEOARTHRITIS OF HIP",TRUE,"ARTHRITIS"
"343","CRP","M169","OSTEOARTHRITIS OF HIP, UNSPECIFIED",TRUE,"ARTHRITIS"
"344","CRP","M170","BILATERAL PRIMARY OSTEOARTHRITIS OF KNEE",TRUE,"ARTHRITIS"
"345","CRP","M1710","UNILATERAL PRIMARY OSTEOARTHRITIS, UNSPECIFIED KNEE",TRUE,"ARTHRITIS"
"346","CRP","M1711","UNILATERAL PRIMARY OSTEOARTHRITIS, RIGHT KNEE",TRUE,"ARTHRITIS"
"347","CRP","M1712","UNILATERAL PRIMARY OSTEOARTHRITIS, LEFT KNEE",TRUE,"ARTHRITIS"
"348","CRP","M172","BILATERAL POST-TRAUMATIC OSTEOARTHRITIS OF KNEE",TRUE,"ARTHRITIS; TRAUMA"
"349","CRP","M174","OTHER BILATERAL SECONDARY OSTEOARTHRITIS OF KNEE",TRUE,"ARTHRITIS"
"350","CRP","M175","OTHER UNILATERAL SECONDARY OSTEOARTHRITIS OF KNEE",TRUE,"ARTHRITIS"
"351","CRP","M180","BILATERAL PRIMARY OSTEOARTHRITIS OF FIRST CARPOMETACARPAL JOINTS",TRUE,"ARTHRITIS"
"352","CRP","M1811","UNILATERAL PRIMARY OSTEOARTHRITIS OF FIRST CARPOMETACARPAL JOINT, RIGHT HAND",TRUE,"ARTHRITIS"
"353","CRP","M1812","UNILATERAL PRIMARY OSTEOARTHRITIS OF FIRST CARPOMETACARPAL JOINT, LEFT HAND",TRUE,"ARTHRITIS"
"354","CRP","M19011","PRIMARY OSTEOARTHRITIS, RIGHT SHOULDER",TRUE,"ARTHRITIS"
"355","CRP","M19012","PRIMARY OSTEOARTHRITIS, LEFT SHOULDER",TRUE,"ARTHRITIS"
"356","CRP","M19019","PRIMARY OSTEOARTHRITIS, UNSPECIFIED SHOULDER",TRUE,"ARTHRITIS"
"357","CRP","M19022","PRIMARY OSTEOARTHRITIS, LEFT ELBOW",TRUE,"ARTHRITIS"
"358","CRP","M19032","PRIMARY OSTEOARTHRITIS, LEFT WRIST",TRUE,"ARTHRITIS"
"359","CRP","M19041","PRIMARY OSTEOARTHRITIS, RIGHT HAND",TRUE,"ARTHRITIS"
"360","CRP","M19042","PRIMARY OSTEOARTHRITIS, LEFT HAND",TRUE,"ARTHRITIS"
"361","CRP","M19049","PRIMARY OSTEOARTHRITIS, UNSPECIFIED HAND",TRUE,"ARTHRITIS"
"362","CRP","M19071","PRIMARY OSTEOARTHRITIS, RIGHT ANKLE AND FOOT",TRUE,"ARTHRITIS"
"363","CRP","M19072","PRIMARY OSTEOARTHRITIS, LEFT ANKLE AND FOOT",TRUE,"ARTHRITIS"
"364","CRP","M19079","PRIMARY OSTEOARTHRITIS, UNSPECIFIED ANKLE AND FOOT",TRUE,"ARTHRITIS"
"365","CRP","M19111","POST-TRAUMATIC OSTEOARTHRITIS, RIGHT SHOULDER",TRUE,"ARTHRITIS; TRAUMA"
"366","CRP","M19141","POST-TRAUMATIC OSTEOARTHRITIS, RIGHT HAND",TRUE,"ARTHRITIS; TRAUMA"
"367","CRP","M19142","POST-TRAUMATIC OSTEOARTHRITIS, LEFT HAND",TRUE,"ARTHRITIS; TRAUMA"
"368","CRP","M1990","UNSPECIFIED OSTEOARTHRITIS, UNSPECIFIED SITE",TRUE,"ARTHRITIS"
"369","CRP","M316","OTHER GIANT CELL ARTERITIS",TRUE,"GIANT.*CELL.*ARTERITIS"
"370","CRP","M320","DRUG-INDUCED SYSTEMIC LUPUS ERYTHEMATOSUS",TRUE,"LUPUS; LUPUS.*ERYTHEMATOSUS"
"371","CRP","M3210","SYSTEMIC LUPUS ERYTHEMATOSUS, ORGAN OR SYSTEM INVOLVEMENT UNSPECIFIED",TRUE,"LUPUS; LUPUS.*ERYTHEMATOSUS"
"372","CRP","M3212","PERICARDITIS IN SYSTEMIC LUPUS ERYTHEMATOSUS",TRUE,"LUPUS; PERICARDITIS; LUPUS.*ERYTHEMATOSUS"
"373","CRP","M3213","LUNG INVOLVEMENT IN SYSTEMIC LUPUS ERYTHEMATOSUS",TRUE,"LUPUS; LUPUS.*ERYTHEMATOSUS"
"374","CRP","M3214","GLOMERULAR DISEASE IN SYSTEMIC LUPUS ERYTHEMATOSUS",TRUE,"LUPUS; LUPUS.*ERYTHEMATOSUS"
"375","CRP","M3219","OTHER ORGAN OR SYSTEM INVOLVEMENT IN SYSTEMIC LUPUS ERYTHEMATOSUS",TRUE,"LUPUS; LUPUS.*ERYTHEMATOSUS"
"376","CRP","M329","SYSTEMIC LUPUS ERYTHEMATOSUS, UNSPECIFIED",TRUE,"LUPUS; LUPUS.*ERYTHEMATOSUS"
"377","CRP","M353","POLYMYALGIA RHEUMATICA",TRUE,"POLYMYALGIA.*RHEUMATICA"
"378","CRP","M450","ANKYLOSING SPONDYLITIS OF MULTIPLE SITES IN SPINE",TRUE,"ANKYLOSING.*SPONDYLITIS"
"379","CRP","M453","ANKYLOSING SPONDYLITIS OF CERVICOTHORACIC REGION",TRUE,"ANKYLOSING.*SPONDYLITIS"
"380","CRP","M457","ANKYLOSING SPONDYLITIS OF LUMBOSACRAL REGION",TRUE,"ANKYLOSING.*SPONDYLITIS"
"381","CRP","M459","ANKYLOSING SPONDYLITIS OF UNSPECIFIED SITES IN SPINE",TRUE,"ANKYLOSING.*SPONDYLITIS"
"382","CRP","M6208","SEPARATION OF MUSCLE (NONTRAUMATIC), OTHER SITE",TRUE,"TRAUMA"
"383","CRP","M86172","OTHER ACUTE OSTEOMYELITIS, LEFT ANKLE AND FOOT",TRUE,"OSTEOMYELITIS"
"384","CRP","M86179","OTHER ACUTE OSTEOMYELITIS, UNSPECIFIED ANKLE AND FOOT",TRUE,"OSTEOMYELITIS"
"385","CRP","M869","OSTEOMYELITIS, UNSPECIFIED",TRUE,"OSTEOMYELITIS"
"386","CRP","N10","ACUTE PYELONEPHRITIS",TRUE,"PYELONEPHRITIS"
"387","CRP","N390","URINARY TRACT INFECTION, SITE NOT SPECIFIED",TRUE,"INFECTION"
"388","CRP","N419","INFLAMMATORY DISEASE OF PROSTATE, UNSPECIFIED",TRUE,"INFLAMMATORY.*DISEASE"
"389","CRP","N72","INFLAMMATORY DISEASE OF CERVIX UTERI",TRUE,"INFLAMMATORY.*DISEASE"
"390","CRP","N730","ACUTE PARAMETRITIS AND PELVIC CELLULITIS",TRUE,"CELLULITIS"
"391","CRP","N739","FEMALE PELVIC INFLAMMATORY DISEASE, UNSPECIFIED",TRUE,"INFLAMMATORY.*DISEASE"
"392","CRP","O2341","UNSPECIFIED INFECTION OF URINARY TRACT IN PREGNANCY, FIRST TRIMESTER",TRUE,"INFECTION"
"393","CRP","O2343","UNSPECIFIED INFECTION OF URINARY TRACT IN PREGNANCY, THIRD TRIMESTER",TRUE,"INFECTION"
"394","CRP","O98413","VIRAL HEPATITIS COMPLICATING PREGNANCY, THIRD TRIMESTER",TRUE,"HEPATITIS"
"395","CRP","R6520","SEVERE SEPSIS WITHOUT SEPTIC SHOCK",TRUE,"SEPSIS"
"396","CRP","R7982","ELEVATED C-REACTIVE PROTEIN (CRP)",TRUE,"ELEVATED.*CRP"
"397","CRP","S025XXS","FRACTURE OF TOOTH (TRAUMATIC), SEQUELA",TRUE,"TRAUMA"
"398","CRP","S06350D","TRAUMATIC HEMORRHAGE OF LEFT CEREBRUM WITHOUT LOSS OF CONSCIOUSNESS, SUBSEQUENT ENCOUNTER",TRUE,"TRAUMA"
"399","CRP","S066X9A","TRAUMATIC SUBARACHNOID HEMORRHAGE WITH LOSS OF CONSCIOUSNESS OF UNSPECIFIED DURATION, INITIAL ENCOUNTER",TRUE,"TRAUMA"
"400","CRP","S68117A","COMPLETE TRAUMATIC METACARPOPHALANGEAL AMPUTATION OF LEFT LITTLE FINGER, INITIAL ENCOUNTER",TRUE,"TRAUMA"
"401","CRP","S88111D","COMPLETE TRAUMATIC AMPUTATION AT LEVEL BETWEEN KNEE AND ANKLE, RIGHT LOWER LEG, SUBSEQUENT ENCOUNTER",TRUE,"TRAUMA"
"402","CRP","S98112A","COMPLETE TRAUMATIC AMPUTATION OF LEFT GREAT TOE, INITIAL ENCOUNTER",TRUE,"TRAUMA"
"403","CRP","T6701XD","HEATSTROKE AND SUNSTROKE, SUBSEQUENT ENCOUNTER",TRUE,"STROKE"
"404","CRP","T796XXD","TRAUMATIC ISCHEMIA OF MUSCLE, SUBSEQUENT ENCOUNTER",TRUE,"TRAUMA"
"405","CRP","T79A12D","TRAUMATIC COMPARTMENT SYNDROME OF LEFT UPPER EXTREMITY, SUBSEQUENT ENCOUNTER",TRUE,"TRAUMA"
"406","CRP","T79A12S","TRAUMATIC COMPARTMENT SYNDROME OF LEFT UPPER EXTREMITY, SEQUELA",TRUE,"TRAUMA"
"407","CRP","T79A22S","TRAUMATIC COMPARTMENT SYNDROME OF LEFT LOWER EXTREMITY, SEQUELA",TRUE,"TRAUMA"
"408","CRP","T80219A","UNSPECIFIED INFECTION DUE TO CENTRAL VENOUS CATHETER, INITIAL ENCOUNTER",TRUE,"INFECTION"
"409","CRP","T8149XA","INFECTION FOLLOWING A PROCEDURE, OTHER SURGICAL SITE, INITIAL ENCOUNTER",TRUE,"INFECTION"
"410","CRP","T826XXD","INFECTION AND INFLAMMATORY REACTION DUE TO CARDIAC VALVE PROSTHESIS, SUBSEQUENT ENCOUNTER",TRUE,"INFECTION"
"411","HCST","D510","VITAMIN B12 DEFICIENCY ANEMIA DUE TO INTRINSIC FACTOR DEFICIENCY",TRUE,"VITAMIN.*DEFICIENCY; VITAMIN.*B12.*DEFICIENCY"
"412","HCST","D519","VITAMIN B12 DEFICIENCY ANEMIA, UNSPECIFIED",TRUE,"VITAMIN.*DEFICIENCY; VITAMIN.*B12.*DEFICIENCY; VITAMIN.*B12.*DEFICIENCY.*UNSPECIFIED"
"413","HCST","E539","VITAMIN B DEFICIENCY, UNSPECIFIED",TRUE,"VITAMIN.*DEFICIENCY"
"414","HCST","E559","VITAMIN D DEFICIENCY, UNSPECIFIED",TRUE,"VITAMIN.*DEFICIENCY"
"415","HCST","E569","VITAMIN DEFICIENCY, UNSPECIFIED",TRUE,"VITAMIN.*DEFICIENCY"
"416","HCST","E889","METABOLIC DISORDER, UNSPECIFIED",TRUE,"METABOLIC.*DISORDER"
"417","HCST","Z13228","ENCOUNTER FOR SCREENING FOR OTHER METABOLIC DISORDERS",TRUE,"METABOLIC.*DISORDER"
"418","TRIG","E782","MIXED HYPERLIPIDEMIA",TRUE,"HYPERLIPIDEMIA"
"419","TRIG","E7849","OTHER HYPERLIPIDEMIA",TRUE,"HYPERLIPIDEMIA"
"420","TRIG","E785","HYPERLIPIDEMIA, UNSPECIFIED",TRUE,"HYPERLIPIDEMIA"
"421","TRIG","E8881","Metabolic syndrome and other insulin resistance",TRUE,"METABOLIC.*SYNDROME"
