"Variable_Name","DX_CODE","DX_DESC","matched_terms_llm_nocontext"
"CRP","S27809S","UNSPECIFIED INJURY OF DIAPHRAGM, SEQUELA","INJURY"
"CRP","S27818A","OTHER INJURY OF ESOPHAGUS (THORACIC PART), INITIAL ENCOUNTER","INJURY"
"CRP","S27818D","OTHER INJURY OF ESOPHAGUS (THORACIC PART), SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S27818S","OTHER INJURY OF ESOPHAGUS (THORACIC PART), SEQUELA","INJURY"
"CRP","S27819A","UNSPECIFIED INJURY OF ESOPHAGUS (THORACIC PART), INITIAL ENCOUNTER","INJURY"
"CRP","S27819D","UNSPECIFIED INJURY OF ESOPHAGUS (THORACIC PART), SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S27819S","UNSPECIFIED INJURY OF ESOPHAGUS (THORACIC PART), SEQUELA","INJURY"
"CRP","S27898A","OTHER INJURY OF OTHER SPECIFIED INTRATHORACIC ORGANS, INITIAL ENCOUNTER","INJURY"
"CRP","S27898D","OTHER INJURY OF OTHER SPECIFIED INTRATHORACIC ORGANS, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S27898S","OTHER INJURY OF OTHER SPECIFIED INTRATHORACIC ORGANS, SEQUELA","INJURY"
"CRP","S27899A","UNSPECIFIED INJURY OF OTHER SPECIFIED INTRATHORACIC ORGANS, INITIAL ENCOUNTER","INJURY"
"CRP","S27899D","UNSPECIFIED INJURY OF OTHER SPECIFIED INTRATHORACIC ORGANS, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S27899S","UNSPECIFIED INJURY OF OTHER SPECIFIED INTRATHORACIC ORGANS, SEQUELA","INJURY"
"CRP","S279XXA","INJURY OF UNSPECIFIED INTRATHORACIC ORGAN, INITIAL ENCOUNTER","INJURY"
"CRP","S279XXD","INJURY OF UNSPECIFIED INTRATHORACIC ORGAN, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S279XXS","INJURY OF UNSPECIFIED INTRATHORACIC ORGAN, SEQUELA","INJURY"
"CRP","S281XXA","TRAUMATIC AMPUTATION (PARTIAL) OF PART OF THORAX, EXCEPT BREAST, INITIAL ENCOUNTER","TRAUMA"
"CRP","S281XXD","TRAUMATIC AMPUTATION (PARTIAL) OF PART OF THORAX, EXCEPT BREAST, SUBSEQUENT ENCOUNTER","TRAUMA"
"CRP","S281XXS","TRAUMATIC AMPUTATION (PARTIAL) OF PART OF THORAX, EXCEPT BREAST, SEQUELA","TRAUMA"
"CRP","S28211A","COMPLETE TRAUMATIC AMPUTATION OF RIGHT BREAST, INITIAL ENCOUNTER","TRAUMA"
"CRP","S28211D","COMPLETE TRAUMATIC AMPUTATION OF RIGHT BREAST, SUBSEQUENT ENCOUNTER","TRAUMA"
"CRP","S28211S","COMPLETE TRAUMATIC AMPUTATION OF RIGHT BREAST, SEQUELA","TRAUMA"
"CRP","S28212A","COMPLETE TRAUMATIC AMPUTATION OF LEFT BREAST, INITIAL ENCOUNTER","TRAUMA"
"CRP","S28212D","COMPLETE TRAUMATIC AMPUTATION OF LEFT BREAST, SUBSEQUENT ENCOUNTER","TRAUMA"
"CRP","S28212S","COMPLETE TRAUMATIC AMPUTATION OF LEFT BREAST, SEQUELA","TRAUMA"
"CRP","S28219A","COMPLETE TRAUMATIC AMPUTATION OF UNSPECIFIED BREAST, INITIAL ENCOUNTER","TRAUMA"
"CRP","S28219D","COMPLETE TRAUMATIC AMPUTATION OF UNSPECIFIED BREAST, SUBSEQUENT ENCOUNTER","TRAUMA"
"CRP","S28219S","COMPLETE TRAUMATIC AMPUTATION OF UNSPECIFIED BREAST, SEQUELA","TRAUMA"
"CRP","S28221A","PARTIAL TRAUMATIC AMPUTATION OF RIGHT BREAST, INITIAL ENCOUNTER","TRAUMA"
"CRP","S28221D","PARTIAL TRAUMATIC AMPUTATION OF RIGHT BREAST, SUBSEQUENT ENCOUNTER","TRAUMA"
"CRP","S28221S","PARTIAL TRAUMATIC AMPUTATION OF RIGHT BREAST, SEQUELA","TRAUMA"
"CRP","S28222A","PARTIAL TRAUMATIC AMPUTATION OF LEFT BREAST, INITIAL ENCOUNTER","TRAUMA"
"CRP","S28222D","PARTIAL TRAUMATIC AMPUTATION OF LEFT BREAST, SUBSEQUENT ENCOUNTER","TRAUMA"
"CRP","S28222S","PARTIAL TRAUMATIC AMPUTATION OF LEFT BREAST, SEQUELA","TRAUMA"
"CRP","S28229A","PARTIAL TRAUMATIC AMPUTATION OF UNSPECIFIED BREAST, INITIAL ENCOUNTER","TRAUMA"
"CRP","S28229D","PARTIAL TRAUMATIC AMPUTATION OF UNSPECIFIED BREAST, SUBSEQUENT ENCOUNTER","TRAUMA"
"CRP","S28229S","PARTIAL TRAUMATIC AMPUTATION OF UNSPECIFIED BREAST, SEQUELA","TRAUMA"
"CRP","S29001A","UNSPECIFIED INJURY OF MUSCLE AND TENDON OF FRONT WALL OF THORAX, INITIAL ENCOUNTER","INJURY"
"CRP","S29001D","UNSPECIFIED INJURY OF MUSCLE AND TENDON OF FRONT WALL OF THORAX, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S29001S","UNSPECIFIED INJURY OF MUSCLE AND TENDON OF FRONT WALL OF THORAX, SEQUELA","INJURY"
"CRP","S29002A","UNSPECIFIED INJURY OF MUSCLE AND TENDON OF BACK WALL OF THORAX, INITIAL ENCOUNTER","INJURY"
"CRP","S29002D","UNSPECIFIED INJURY OF MUSCLE AND TENDON OF BACK WALL OF THORAX, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S29002S","UNSPECIFIED INJURY OF MUSCLE AND TENDON OF BACK WALL OF THORAX, SEQUELA","INJURY"
"CRP","S29009A","UNSPECIFIED INJURY OF MUSCLE AND TENDON OF UNSPECIFIED WALL OF THORAX, INITIAL ENCOUNTER","INJURY"
"CRP","S29009D","UNSPECIFIED INJURY OF MUSCLE AND TENDON OF UNSPECIFIED WALL OF THORAX, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S29009S","UNSPECIFIED INJURY OF MUSCLE AND TENDON OF UNSPECIFIED WALL OF THORAX, SEQUELA","INJURY"
"CRP","S29091A","OTHER INJURY OF MUSCLE AND TENDON OF FRONT WALL OF THORAX, INITIAL ENCOUNTER","INJURY"
"CRP","S29091D","OTHER INJURY OF MUSCLE AND TENDON OF FRONT WALL OF THORAX, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S29091S","OTHER INJURY OF MUSCLE AND TENDON OF FRONT WALL OF THORAX, SEQUELA","INJURY"
"CRP","S29092A","OTHER INJURY OF MUSCLE AND TENDON OF BACK WALL OF THORAX, INITIAL ENCOUNTER","INJURY"
"CRP","S29092D","OTHER INJURY OF MUSCLE AND TENDON OF BACK WALL OF THORAX, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S29092S","OTHER INJURY OF MUSCLE AND TENDON OF BACK WALL OF THORAX, SEQUELA","INJURY"
"CRP","S29099A","OTHER INJURY OF MUSCLE AND TENDON OF UNSPECIFIED WALL OF THORAX, INITIAL ENCOUNTER","INJURY"
"CRP","S29099D","OTHER INJURY OF MUSCLE AND TENDON OF UNSPECIFIED WALL OF THORAX, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S29099S","OTHER INJURY OF MUSCLE AND TENDON OF UNSPECIFIED WALL OF THORAX, SEQUELA","INJURY"
"CRP","S299XXA","UNSPECIFIED INJURY OF THORAX, INITIAL ENCOUNTER","INJURY"
"CRP","S299XXD","UNSPECIFIED INJURY OF THORAX, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S299XXS","UNSPECIFIED INJURY OF THORAX, SEQUELA","INJURY"
"CRP","S3091XA","UNSPECIFIED SUPERFICIAL INJURY OF LOWER BACK AND PELVIS, INITIAL ENCOUNTER","INJURY"
"CRP","S3091XD","UNSPECIFIED SUPERFICIAL INJURY OF LOWER BACK AND PELVIS, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S3091XS","UNSPECIFIED SUPERFICIAL INJURY OF LOWER BACK AND PELVIS, SEQUELA","INJURY"
"CRP","S3092XA","UNSPECIFIED SUPERFICIAL INJURY OF ABDOMINAL WALL, INITIAL ENCOUNTER","INJURY"
"CRP","S3092XD","UNSPECIFIED SUPERFICIAL INJURY OF ABDOMINAL WALL, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S3092XS","UNSPECIFIED SUPERFICIAL INJURY OF ABDOMINAL WALL, SEQUELA","INJURY"
"CRP","S3093XA","UNSPECIFIED SUPERFICIAL INJURY OF PENIS, INITIAL ENCOUNTER","INJURY"
"CRP","S3093XD","UNSPECIFIED SUPERFICIAL INJURY OF PENIS, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S3093XS","UNSPECIFIED SUPERFICIAL INJURY OF PENIS, SEQUELA","INJURY"
"CRP","S3094XA","UNSPECIFIED SUPERFICIAL INJURY OF SCROTUM AND TESTES, INITIAL ENCOUNTER","INJURY"
"CRP","S3094XD","UNSPECIFIED SUPERFICIAL INJURY OF SCROTUM AND TESTES, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S3094XS","UNSPECIFIED SUPERFICIAL INJURY OF SCROTUM AND TESTES, SEQUELA","INJURY"
"CRP","S3095XA","UNSPECIFIED SUPERFICIAL INJURY OF VAGINA AND VULVA, INITIAL ENCOUNTER","INJURY"
"CRP","S3095XD","UNSPECIFIED SUPERFICIAL INJURY OF VAGINA AND VULVA, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S3095XS","UNSPECIFIED SUPERFICIAL INJURY OF VAGINA AND VULVA, SEQUELA","INJURY"
"CRP","S3096XA","UNSPECIFIED SUPERFICIAL INJURY OF UNSPECIFIED EXTERNAL GENITAL ORGANS, MALE, INITIAL ENCOUNTER","INJURY"
"CRP","S3096XD","UNSPECIFIED SUPERFICIAL INJURY OF UNSPECIFIED EXTERNAL GENITAL ORGANS, MALE, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S3096XS","UNSPECIFIED SUPERFICIAL INJURY OF UNSPECIFIED EXTERNAL GENITAL ORGANS, MALE, SEQUELA","INJURY"
"CRP","S3097XA","UNSPECIFIED SUPERFICIAL INJURY OF UNSPECIFIED EXTERNAL GENITAL ORGANS, FEMALE, INITIAL ENCOUNTER","INJURY"
"CRP","S3097XD","UNSPECIFIED SUPERFICIAL INJURY OF UNSPECIFIED EXTERNAL GENITAL ORGANS, FEMALE, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S3097XS","UNSPECIFIED SUPERFICIAL INJURY OF UNSPECIFIED EXTERNAL GENITAL ORGANS, FEMALE, SEQUELA","INJURY"
"CRP","S3098XA","UNSPECIFIED SUPERFICIAL INJURY OF ANUS, INITIAL ENCOUNTER","INJURY"
"CRP","S3098XD","UNSPECIFIED SUPERFICIAL INJURY OF ANUS, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S3098XS","UNSPECIFIED SUPERFICIAL INJURY OF ANUS, SEQUELA","INJURY"
"CRP","S309AXA","UNSPECIFIED SUPERFICIAL INJURY OF FLANK, INITIAL ENCOUNTER","INJURY"
"CRP","S309AXD","UNSPECIFIED SUPERFICIAL INJURY OF FLANK, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S309AXS","UNSPECIFIED SUPERFICIAL INJURY OF FLANK, SEQUELA","INJURY"
"CRP","S330XXA","TRAUMATIC RUPTURE OF LUMBAR INTERVERTEBRAL DISC, INITIAL ENCOUNTER","TRAUMA"
"CRP","S330XXD","TRAUMATIC RUPTURE OF LUMBAR INTERVERTEBRAL DISC, SUBSEQUENT ENCOUNTER","TRAUMA"
"CRP","S330XXS","TRAUMATIC RUPTURE OF LUMBAR INTERVERTEBRAL DISC, SEQUELA","TRAUMA"
"CRP","S334XXA","TRAUMATIC RUPTURE OF SYMPHYSIS PUBIS, INITIAL ENCOUNTER","TRAUMA"
"CRP","S334XXD","TRAUMATIC RUPTURE OF SYMPHYSIS PUBIS, SUBSEQUENT ENCOUNTER","TRAUMA"
"CRP","S334XXS","TRAUMATIC RUPTURE OF SYMPHYSIS PUBIS, SEQUELA","TRAUMA"
"CRP","S34101A","UNSPECIFIED INJURY TO L1 LEVEL OF LUMBAR SPINAL CORD, INITIAL ENCOUNTER","INJURY"
"CRP","S34101D","UNSPECIFIED INJURY TO L1 LEVEL OF LUMBAR SPINAL CORD, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S34101S","UNSPECIFIED INJURY TO L1 LEVEL OF LUMBAR SPINAL CORD, SEQUELA","INJURY"
"CRP","S34102A","UNSPECIFIED INJURY TO L2 LEVEL OF LUMBAR SPINAL CORD, INITIAL ENCOUNTER","INJURY"
"CRP","S34102D","UNSPECIFIED INJURY TO L2 LEVEL OF LUMBAR SPINAL CORD, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S34102S","UNSPECIFIED INJURY TO L2 LEVEL OF LUMBAR SPINAL CORD, SEQUELA","INJURY"
"CRP","S34103A","UNSPECIFIED INJURY TO L3 LEVEL OF LUMBAR SPINAL CORD, INITIAL ENCOUNTER","INJURY"
"CRP","S34103D","UNSPECIFIED INJURY TO L3 LEVEL OF LUMBAR SPINAL CORD, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S34103S","UNSPECIFIED INJURY TO L3 LEVEL OF LUMBAR SPINAL CORD, SEQUELA","INJURY"
"CRP","S34104A","UNSPECIFIED INJURY TO L4 LEVEL OF LUMBAR SPINAL CORD, INITIAL ENCOUNTER","INJURY"
"CRP","S34104D","UNSPECIFIED INJURY TO L4 LEVEL OF LUMBAR SPINAL CORD, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S34104S","UNSPECIFIED INJURY TO L4 LEVEL OF LUMBAR SPINAL CORD, SEQUELA","INJURY"
"CRP","S34105A","UNSPECIFIED INJURY TO L5 LEVEL OF LUMBAR SPINAL CORD, INITIAL ENCOUNTER","INJURY"
"CRP","S34105D","UNSPECIFIED INJURY TO L5 LEVEL OF LUMBAR SPINAL CORD, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S34105S","UNSPECIFIED INJURY TO L5 LEVEL OF LUMBAR SPINAL CORD, SEQUELA","INJURY"
"CRP","S34109A","UNSPECIFIED INJURY TO UNSPECIFIED LEVEL OF LUMBAR SPINAL CORD, INITIAL ENCOUNTER","INJURY"
"CRP","S34109D","UNSPECIFIED INJURY TO UNSPECIFIED LEVEL OF LUMBAR SPINAL CORD, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S34109S","UNSPECIFIED INJURY TO UNSPECIFIED LEVEL OF LUMBAR SPINAL CORD, SEQUELA","INJURY"
"CRP","S34139A","UNSPECIFIED INJURY TO SACRAL SPINAL CORD, INITIAL ENCOUNTER","INJURY"
"CRP","S34139D","UNSPECIFIED INJURY TO SACRAL SPINAL CORD, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S34139S","UNSPECIFIED INJURY TO SACRAL SPINAL CORD, SEQUELA","INJURY"
"CRP","S3421XA","INJURY OF NERVE ROOT OF LUMBAR SPINE, INITIAL ENCOUNTER","INJURY"
"CRP","S3421XD","INJURY OF NERVE ROOT OF LUMBAR SPINE, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S3421XS","INJURY OF NERVE ROOT OF LUMBAR SPINE, SEQUELA","INJURY"
"CRP","S3422XA","INJURY OF NERVE ROOT OF SACRAL SPINE, INITIAL ENCOUNTER","INJURY"
"CRP","S3422XD","INJURY OF NERVE ROOT OF SACRAL SPINE, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S3422XS","INJURY OF NERVE ROOT OF SACRAL SPINE, SEQUELA","INJURY"
"CRP","S343XXA","INJURY OF CAUDA EQUINA, INITIAL ENCOUNTER","INJURY"
"CRP","S343XXD","INJURY OF CAUDA EQUINA, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S343XXS","INJURY OF CAUDA EQUINA, SEQUELA","INJURY"
"CRP","S344XXA","INJURY OF LUMBOSACRAL PLEXUS, INITIAL ENCOUNTER","INJURY"
"CRP","S344XXD","INJURY OF LUMBOSACRAL PLEXUS, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S344XXS","INJURY OF LUMBOSACRAL PLEXUS, SEQUELA","INJURY"
"CRP","S345XXA","INJURY OF LUMBAR, SACRAL AND PELVIC SYMPATHETIC NERVES, INITIAL ENCOUNTER","INJURY"
"CRP","S345XXD","INJURY OF LUMBAR, SACRAL AND PELVIC SYMPATHETIC NERVES, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S345XXS","INJURY OF LUMBAR, SACRAL AND PELVIC SYMPATHETIC NERVES, SEQUELA","INJURY"
"CRP","S346XXA","INJURY OF PERIPHERAL NERVE(S) AT ABDOMEN, LOWER BACK AND PELVIS LEVEL, INITIAL ENCOUNTER","INJURY"
"CRP","S346XXD","INJURY OF PERIPHERAL NERVE(S) AT ABDOMEN, LOWER BACK AND PELVIS LEVEL, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S346XXS","INJURY OF PERIPHERAL NERVE(S) AT ABDOMEN, LOWER BACK AND PELVIS LEVEL, SEQUELA","INJURY"
"CRP","S348XXA","INJURY OF OTHER NERVES AT ABDOMEN, LOWER BACK AND PELVIS LEVEL, INITIAL ENCOUNTER","INJURY"
"CRP","S348XXD","INJURY OF OTHER NERVES AT ABDOMEN, LOWER BACK AND PELVIS LEVEL, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S348XXS","INJURY OF OTHER NERVES AT ABDOMEN, LOWER BACK AND PELVIS LEVEL, SEQUELA","INJURY"
"CRP","S349XXA","INJURY OF UNSPECIFIED NERVES AT ABDOMEN, LOWER BACK AND PELVIS LEVEL, INITIAL ENCOUNTER","INJURY"
"CRP","S349XXD","INJURY OF UNSPECIFIED NERVES AT ABDOMEN, LOWER BACK AND PELVIS LEVEL, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S349XXS","INJURY OF UNSPECIFIED NERVES AT ABDOMEN, LOWER BACK AND PELVIS LEVEL, SEQUELA","INJURY"
"CRP","S3500XA","UNSPECIFIED INJURY OF ABDOMINAL AORTA, INITIAL ENCOUNTER","INJURY"
"CRP","S3500XD","UNSPECIFIED INJURY OF ABDOMINAL AORTA, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S3500XS","UNSPECIFIED INJURY OF ABDOMINAL AORTA, SEQUELA","INJURY"
"CRP","S3509XA","OTHER INJURY OF ABDOMINAL AORTA, INITIAL ENCOUNTER","INJURY"
"CRP","S3509XD","OTHER INJURY OF ABDOMINAL AORTA, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S3509XS","OTHER INJURY OF ABDOMINAL AORTA, SEQUELA","INJURY"
"CRP","S3510XA","UNSPECIFIED INJURY OF INFERIOR VENA CAVA, INITIAL ENCOUNTER","INJURY"
"CRP","S3510XD","UNSPECIFIED INJURY OF INFERIOR VENA CAVA, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S3510XS","UNSPECIFIED INJURY OF INFERIOR VENA CAVA, SEQUELA","INJURY"
"CRP","S3519XA","OTHER INJURY OF INFERIOR VENA CAVA, INITIAL ENCOUNTER","INJURY"
"CRP","S3519XD","OTHER INJURY OF INFERIOR VENA CAVA, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S3519XS","OTHER INJURY OF INFERIOR VENA CAVA, SEQUELA","INJURY"
"CRP","S35218A","OTHER INJURY OF CELIAC ARTERY, INITIAL ENCOUNTER","INJURY"
"CRP","S35218D","OTHER INJURY OF CELIAC ARTERY, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S35218S","OTHER INJURY OF CELIAC ARTERY, SEQUELA","INJURY"
"CRP","S35219A","UNSPECIFIED INJURY OF CELIAC ARTERY, INITIAL ENCOUNTER","INJURY"
"CRP","S35219D","UNSPECIFIED INJURY OF CELIAC ARTERY, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S35219S","UNSPECIFIED INJURY OF CELIAC ARTERY, SEQUELA","INJURY"
"CRP","S35228A","OTHER INJURY OF SUPERIOR MESENTERIC ARTERY, INITIAL ENCOUNTER","INJURY"
"CRP","S35228D","OTHER INJURY OF SUPERIOR MESENTERIC ARTERY, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S35228S","OTHER INJURY OF SUPERIOR MESENTERIC ARTERY, SEQUELA","INJURY"
"CRP","S35229A","UNSPECIFIED INJURY OF SUPERIOR MESENTERIC ARTERY, INITIAL ENCOUNTER","INJURY"
"CRP","S35229D","UNSPECIFIED INJURY OF SUPERIOR MESENTERIC ARTERY, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S35229S","UNSPECIFIED INJURY OF SUPERIOR MESENTERIC ARTERY, SEQUELA","INJURY"
"CRP","S35238A","OTHER INJURY OF INFERIOR MESENTERIC ARTERY, INITIAL ENCOUNTER","INJURY"
"CRP","S35238D","OTHER INJURY OF INFERIOR MESENTERIC ARTERY, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S35238S","OTHER INJURY OF INFERIOR MESENTERIC ARTERY, SEQUELA","INJURY"
"CRP","S35239A","UNSPECIFIED INJURY OF INFERIOR MESENTERIC ARTERY, INITIAL ENCOUNTER","INJURY"
"CRP","S35239D","UNSPECIFIED INJURY OF INFERIOR MESENTERIC ARTERY, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S35239S","UNSPECIFIED INJURY OF INFERIOR MESENTERIC ARTERY, SEQUELA","INJURY"
"CRP","S35298A","OTHER INJURY OF BRANCHES OF CELIAC AND MESENTERIC ARTERY, INITIAL ENCOUNTER","INJURY"
"CRP","S35298D","OTHER INJURY OF BRANCHES OF CELIAC AND MESENTERIC ARTERY, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S35298S","OTHER INJURY OF BRANCHES OF CELIAC AND MESENTERIC ARTERY, SEQUELA","INJURY"
"CRP","S35299A","UNSPECIFIED INJURY OF BRANCHES OF CELIAC AND MESENTERIC ARTERY, INITIAL ENCOUNTER","INJURY"
"CRP","S35299D","UNSPECIFIED INJURY OF BRANCHES OF CELIAC AND MESENTERIC ARTERY, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S35299S","UNSPECIFIED INJURY OF BRANCHES OF CELIAC AND MESENTERIC ARTERY, SEQUELA","INJURY"
"CRP","S35318A","OTHER SPECIFIED INJURY OF PORTAL VEIN, INITIAL ENCOUNTER","INJURY"
"CRP","S35318D","OTHER SPECIFIED INJURY OF PORTAL VEIN, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S35318S","OTHER SPECIFIED INJURY OF PORTAL VEIN, SEQUELA","INJURY"
"CRP","S35319A","UNSPECIFIED INJURY OF PORTAL VEIN, INITIAL ENCOUNTER","INJURY"
"CRP","S35319D","UNSPECIFIED INJURY OF PORTAL VEIN, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S35319S","UNSPECIFIED INJURY OF PORTAL VEIN, SEQUELA","INJURY"
"CRP","S35328A","OTHER SPECIFIED INJURY OF SPLENIC VEIN, INITIAL ENCOUNTER","INJURY"
"CRP","S35328D","OTHER SPECIFIED INJURY OF SPLENIC VEIN, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S35328S","OTHER SPECIFIED INJURY OF SPLENIC VEIN, SEQUELA","INJURY"
"CRP","S35329A","UNSPECIFIED INJURY OF SPLENIC VEIN, INITIAL ENCOUNTER","INJURY"
"CRP","S35329D","UNSPECIFIED INJURY OF SPLENIC VEIN, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S35329S","UNSPECIFIED INJURY OF SPLENIC VEIN, SEQUELA","INJURY"
"CRP","S35338A","OTHER SPECIFIED INJURY OF SUPERIOR MESENTERIC VEIN, INITIAL ENCOUNTER","INJURY"
"CRP","S35338D","OTHER SPECIFIED INJURY OF SUPERIOR MESENTERIC VEIN, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S35338S","OTHER SPECIFIED INJURY OF SUPERIOR MESENTERIC VEIN, SEQUELA","INJURY"
"CRP","S35339A","UNSPECIFIED INJURY OF SUPERIOR MESENTERIC VEIN, INITIAL ENCOUNTER","INJURY"
"CRP","S35339D","UNSPECIFIED INJURY OF SUPERIOR MESENTERIC VEIN, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S35339S","UNSPECIFIED INJURY OF SUPERIOR MESENTERIC VEIN, SEQUELA","INJURY"
"CRP","S35348A","OTHER SPECIFIED INJURY OF INFERIOR MESENTERIC VEIN, INITIAL ENCOUNTER","INJURY"
"CRP","S35348D","OTHER SPECIFIED INJURY OF INFERIOR MESENTERIC VEIN, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S35348S","OTHER SPECIFIED INJURY OF INFERIOR MESENTERIC VEIN, SEQUELA","INJURY"
"CRP","S35349A","UNSPECIFIED INJURY OF INFERIOR MESENTERIC VEIN, INITIAL ENCOUNTER","INJURY"
"CRP","S35349D","UNSPECIFIED INJURY OF INFERIOR MESENTERIC VEIN, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S35349S","UNSPECIFIED INJURY OF INFERIOR MESENTERIC VEIN, SEQUELA","INJURY"
"CRP","S35401A","UNSPECIFIED INJURY OF RIGHT RENAL ARTERY, INITIAL ENCOUNTER","INJURY"
"CRP","S35401D","UNSPECIFIED INJURY OF RIGHT RENAL ARTERY, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S35401S","UNSPECIFIED INJURY OF RIGHT RENAL ARTERY, SEQUELA","INJURY"
"CRP","S35402A","UNSPECIFIED INJURY OF LEFT RENAL ARTERY, INITIAL ENCOUNTER","INJURY"
"CRP","S35402D","UNSPECIFIED INJURY OF LEFT RENAL ARTERY, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S35402S","UNSPECIFIED INJURY OF LEFT RENAL ARTERY, SEQUELA","INJURY"
"CRP","S35403A","UNSPECIFIED INJURY OF UNSPECIFIED RENAL ARTERY, INITIAL ENCOUNTER","INJURY"
"CRP","S35403D","UNSPECIFIED INJURY OF UNSPECIFIED RENAL ARTERY, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S35403S","UNSPECIFIED INJURY OF UNSPECIFIED RENAL ARTERY, SEQUELA","INJURY"
"CRP","S35404A","UNSPECIFIED INJURY OF RIGHT RENAL VEIN, INITIAL ENCOUNTER","INJURY"
"CRP","S35404D","UNSPECIFIED INJURY OF RIGHT RENAL VEIN, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S35404S","UNSPECIFIED INJURY OF RIGHT RENAL VEIN, SEQUELA","INJURY"
"CRP","S35405A","UNSPECIFIED INJURY OF LEFT RENAL VEIN, INITIAL ENCOUNTER","INJURY"
"CRP","S35405D","UNSPECIFIED INJURY OF LEFT RENAL VEIN, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S35405S","UNSPECIFIED INJURY OF LEFT RENAL VEIN, SEQUELA","INJURY"
"CRP","S35406A","UNSPECIFIED INJURY OF UNSPECIFIED RENAL VEIN, INITIAL ENCOUNTER","INJURY"
"CRP","S35406D","UNSPECIFIED INJURY OF UNSPECIFIED RENAL VEIN, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S35406S","UNSPECIFIED INJURY OF UNSPECIFIED RENAL VEIN, SEQUELA","INJURY"
"CRP","S35491A","OTHER SPECIFIED INJURY OF RIGHT RENAL ARTERY, INITIAL ENCOUNTER","INJURY"
"CRP","S35491D","OTHER SPECIFIED INJURY OF RIGHT RENAL ARTERY, SUBSEQUENT ENCOUNTER","INJURY"
"CRP","S35491S","OTHER SPECIFIED INJURY OF RIGHT RENAL ARTERY, SEQUELA","INJURY"
"CRP","S35492A","OTHER SPECIFIED INJURY OF LEFT RENAL ARTERY, INITIAL ENCOUNTER","INJURY"
